,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13
152,2103281,Dawn of the Planet of the Apes,208545589,502098977,72611427,PG-13,55,Twentieth Century Fox,Matt Reeves,Gary Oldman,Keri Russell,6,0,1,0,1,0,0,0,1,0,0,0,0,1
153,1860353,Turbo,83028128,199542554,21312625,PG,55,Twentieth Century Fox,David Soren,Ryan Reynolds,Paul Giamatti,7,0,0,0,1,0,0,0,0,1,0,0,1,0
154,2106361,Into the Storm,47602194,113900000,17346427,PG-13,55,Warner Bros.,Steven Quale,Richard Armitage,Sarah Wayne Callies,6,0,0,0,0,0,0,1,1,0,0,0,0,1
155,3731562,Kong: Skull Island,168052812,398600000,61025472,PG-13,40,Warner Bros.,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,3,0,1,0,0,0,0,1,1,0,0,0,0,1
156,1386703,Total Recall,58877969,139589199,25577758,PG-13,56,Sony Pictures Entertainment (SPE),Len Wiseman,Colin Farrell,Bokeem Woodbine,8,1,0,1,0,0,0,0,1,0,0,0,0,1
157,1436562,Rio,143619809,340246709,39225962,PG,69,Twentieth Century Fox,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,9,0,0,0,1,0,0,0,0,1,0,0,1,0
158,1267297,Hercules,72688614,172131248,29800263,PG-13,54,Paramount Pictures,Brett Ratner,Dwayne Johnson,John Hurt,6,1,0,0,0,0,0,0,1,0,0,0,0,1
159,295297,Harry Potter and the Chamber of Secrets,262450136,617120782,88357488,PG,30,Warner Bros.,Chris Columbus,Daniel Radcliffe,Rupert Grint,18,1,1,0,0,0,0,1,0,1,0,0,1,0
160,479952,Madagascar: Escape 2 Africa,180010950,423889404,63106589,PG,67,DreamWorks,Eric Darnell,Ben Stiller,Chris Rock,12,0,1,0,0,0,0,0,0,1,0,0,1,0
161,903624,The Hobbit: An Unexpected Journey,303003568,714000000,84617303,PG-13,56,Warner Bros.,Peter Jackson,Martin Freeman,Ian McKellen,8,1,1,0,0,0,0,1,0,1,0,0,0,1
162,993846,The Wolf of Wall Street,116900694,275100000,18361578,R,49,Paramount Pictures,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,7,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3450958,War for the Planet of the Apes,146880162,343839601,56262929,PG-13,70,Twentieth Century Fox,Matt Reeves,Andy Serkis,Woody Harrelson,3,0,1,0,1,0,0,0,1,0,0,0,0,1
164,245429,Spirited Away,13750644,341716432,449839,PG,21,Walt Disney Studios Motion Pictures,Hayao Miyazaki,Daveigh Chase,Suzanne Pleshette,19,0,0,0,0,0,1,0,0,1,0,0,1,0
165,449010,Eragon,75030163,175395349,23239907,PG,71,Twentieth Century Fox,Stefen Fangmeier,Ed Speleers,Sienna Guillory,14,1,0,0,1,0,0,0,1,0,0,0,1,0
166,4465564,Fifty Shades Darker,114581250,266964596,46607250,R,59,Universal Pictures,James Foley,Dakota Johnson,Jamie Dornan,3,1,1,0,0,1,0,0,0,0,0,0,0,0
167,1229238,Mission: Impossible - Ghost Protocol,209397903,485315477,12785204,PG-13,53,Paramount Pictures,Brad Bird,Tom Cruise,Jeremy Renner,9,0,1,0,0,0,0,0,1,0,0,0,0,1
168,2024544,12 Years a Slave,56671993,131061209,923715,R,48,Fox Searchlight Pictures,Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,7,0,0,0,0,0,0,0,0,0,0,0,0,0
169,299977,Hero,53710019,123685538,17800000,PG-13,47,Miramax,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,18,0,0,0,0,0,0,0,1,0,0,0,0,1
170,926084,Harry Potter and the Deathly Hallows: Part 1,296347721,680617869,125017372,PG-13,69,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,10,0,1,0,0,0,0,1,0,1,0,0,0,1
171,1905041,Fast & Furious 6,238679850,550001118,97375245,PG-13,56,Universal Pictures,Justin Lin,Vin Diesel,Paul Walker,7,0,0,0,0,1,0,0,1,0,0,0,0,1
172,3300542,London Has Fallen,62524260,143230187,21635601,R,50,Focus Features,Babak Najafi,Gerard Butler,Aaron Eckhart,4,0,1,0,0,0,0,0,1,0,0,0,0,0
173,6911608,Mamma Mia! Here We Go Again,120634935,274466207,34952180,PG-13,65,Universal Pictures,Ol Parker,Lily James,Amanda Seyfried,2,0,0,0,0,1,0,0,0,0,1,0,0,1
174,1985949,The Angry Birds Movie,107509366,244824563,38155177,PG,76,Sony Pictures Entertainment (SPE),Clay Kaytis,Jason Sudeikis,Josh Gad,4,0,0,1,0,0,0,0,1,0,0,0,1,0
175,457939,The Holiday,63224849,142617036,12778913,PG-13,64,Sony Pictures Entertainment (SPE),Nancy Meyers,Kate Winslet,Cameron Diaz,14,0,0,1,0,0,0,0,0,0,1,0,0,1
176,4154796,Avengers: Endgame,858373000,1939427564,357115007,PG-13,56,Walt Disney Studios Motion Pictures,Anthony Russo,Robert Downey Jr.,Chris Evans,1,0,1,0,0,0,1,0,1,0,0,0,0,1
177,2386490,How to Train Your Dragon: The Hidden World,160799505,361033909,55022245,PG,67,Universal Pictures,Dean DeBlois,Jay Baruchel,America Ferrera,1,0,1,0,0,1,0,0,1,0,0,0,1,0
178,2316204,Alien: Covenant,74262031,166629732,36160621,R,72,Twentieth Century Fox,Ridley Scott,Michael Fassbender,Katherine Waterston,3,0,1,0,1,0,0,0,0,0,0,0,0,0
179,2873282,Red Sparrow,46874505,104698129,16853422,R,68,Twentieth Century Fox,Francis Lawrence,Jennifer Lawrence,Joel Edgerton,2,1,0,0,1,0,0,0,1,0,0,0,0,0
180,203009,Moulin Rouge!,57386607,127548423,167540,PG-13,64,Twentieth Century Fox,Baz Luhrmann,Nicole Kidman,Ewan McGregor,19,0,0,0,1,0,0,0,0,0,0,0,0,1
181,373889,Harry Potter and the Order of the Phoenix,292353413,649789530,77108414,PG-13,63,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,13,1,1,0,0,0,0,1,1,0,0,0,0,1
182,1951261,The Hangover Part III,112200072,249800000,41671198,R,52,Warner Bros.,Todd Phillips,Bradley Cooper,Zach Galifianakis,7,0,0,0,0,0,0,1,0,0,1,0,0,0
183,1397514,Journey 2: The Mysterious Island,103860290,231400000,27335363,PG,53,Warner Bros.,Brad Peyton,Josh Hutcherson,Dwayne Johnson,8,1,1,0,0,0,0,1,1,0,0,0,1,0
184,359950,The Secret Life of Walter Mitty,58236838,129896484,12765508,PG,53,Twentieth Century Fox,Ben Stiller,Ben Stiller,Kristen Wiig,7,1,0,0,1,0,0,0,0,0,1,0,1,0
185,2802144,Kingsman: The Secret Service,128261724,286089822,36206331,R,63,Twentieth Century Fox,Matthew Vaughn,Colin Firth,Taron Egerton,5,0,1,0,1,0,0,0,1,0,0,0,0,0
186,1483013,Oblivion,89107235,197061337,37054485,PG-13,55,Universal Pictures,Joseph Kosinski,Tom Cruise,Morgan Freeman,7,0,0,0,0,1,0,0,1,0,0,0,0,1
187,7286456,Joker,335451311,738800000,96202337,R,43,Warner Bros.,Todd Phillips,Joaquin Phoenix,Robert De Niro,1,0,0,0,0,0,0,1,0,0,0,0,0,0
188,2294629,Frozen,400738009,880065368,243390,PG,56,Walt Disney Studios Motion Pictures,Chris Buck,Kristen Bell,Idina Menzel,7,1,0,0,0,0,1,0,0,1,0,0,1,0
189,2692250,Night at the Museum: Secret of the Tomb,113746621,249458014,17100520,PG,57,Twentieth Century Fox,Shawn Levy,Ben Stiller,Robin Williams,6,0,1,0,1,0,0,0,0,1,0,0,1,0
190,1399103,Transformers: Dark of the Moon,352390543,771403536,97852865,PG-13,65,DreamWorks,Michael Bay,Shia LaBeouf,Rosie Huntington-Whiteley,9,1,1,0,0,0,0,0,1,0,0,0,0,1
191,1877832,X-Men: Days of Future Past,233921534,512124166,90823660,PG-13,56,Twentieth Century Fox,Bryan Singer,Patrick Stewart,Ian McKellen,6,0,1,0,1,0,0,0,1,0,0,0,0,1
192,304141,Harry Potter and the Prisoner of Azkaban,249975996,546204132,93687367,PG,48,Warner Bros.,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,16,1,1,0,0,0,0,1,0,1,0,0,1,0
193,6673612,Dolittle,77047065,168244352,21844045,PG,67,Universal Pictures,Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,0,1,0,0,0,1,0,0,0,1,0,0,1,0
194,1446714,Prometheus,126477084,276877385,51050101,R,55,Twentieth Century Fox,Ridley Scott,Noomi Rapace,Logan Marshall-Green,8,0,0,0,1,0,0,0,0,1,0,0,0,0
195,1753383,A Dog's Purpose,64508620,141228008,18222810,PG,56,Universal Pictures,Lasse Hallström,Josh Gad,Dennis Quaid,3,0,0,0,0,1,0,0,0,1,0,0,1,0
196,1430607,Arthur Christmas,46462469,100957003,12068931,PG,54,Sony Pictures Entertainment (SPE),Sarah Smith,James McAvoy,Jim Broadbent,9,0,0,1,0,0,0,0,0,1,0,0,1,0
197,2283336,Men in Black: International,80001807,173888894,30035838,PG-13,76,Sony Pictures Entertainment (SPE),F. Gary Gray,Chris Hemsworth,Tessa Thompson,1,0,1,1,0,0,0,0,1,0,0,0,0,1
198,5523010,The Nutcracker and the Four Realms,54858851,119102218,20352491,PG,53,Walt Disney Studios Motion Pictures,Lasse Hallström,Mackenzie Foy,Keira Knightley,2,1,0,0,0,0,1,0,0,1,0,0,1,0
199,1253863,300: Rise of an Empire,106580051,231000000,45038460,R,53,Warner Bros.,Noam Murro,Sullivan Stapleton,Eva Green,6,0,1,0,0,0,0,1,1,0,0,0,0,0
200,892791,Shrek Forever After,238736787,513864080,70838207,PG,60,DreamWorks,Mike Mitchell,Mike Myers,Cameron Diaz,10,1,1,0,0,0,0,0,0,1,0,0,1,0
201,241527,Harry Potter and the Sorcerer's Stone,318087620,684802149,90294621,PG,22,Warner Bros.,Chris Columbus,Daniel Radcliffe,Rupert Grint,19,0,0,0,0,0,0,1,0,1,0,0,1,0
202,5220122,Hotel Transylvania 3: Summer Vacation,167510016,361073758,44076225,PG,75,Sony Pictures Entertainment (SPE),Genndy Tartakovsky,Adam Sandler,Andy Samberg,2,0,1,1,0,0,0,0,0,1,0,0,1,0
203,1587310,Maleficent,241410378,517001401,69431298,PG,55,Walt Disney Studios Motion Pictures,Robert Stromberg,Angelina Jolie,Elle Fanning,6,0,0,0,0,0,1,0,1,0,0,0,1,0
204,3829266,The Predator,51024708,109517426,24632284,R,42,Twentieth Century Fox,Shane Black,Boyd Holbrook,Trevante Rhodes,2,0,1,0,1,0,0,0,1,0,0,0,0,0
205,481499,The Croods,187168425,400036243,43639736,PG,55,Twentieth Century Fox,Kirk DeMicco,Nicolas Cage,Ryan Reynolds,7,0,0,0,1,0,0,0,0,1,0,0,1,0
206,4881806,Jurassic World: Fallen Kingdom,417719760,890765087,148024610,PG-13,66,Universal Pictures,J.A. Bayona,Chris Pratt,Bryce Dallas Howard,2,1,1,0,0,1,0,0,1,0,0,0,0,1
207,3065204,The Conjuring 2,102470008,217922810,40406314,R,41,Warner Bros.,James Wan,Vera Farmiga,Patrick Wilson,4,0,0,0,0,0,0,1,0,0,0,0,0,0
208,1430132,The Wolverine,132556852,282271394,53113752,PG-13,55,Twentieth Century Fox,James Mangold,Hugh Jackman,Will Yun Lee,7,0,1,0,1,0,0,0,1,0,0,0,0,1
209,1981115,Thor: The Dark World,206362140,438421000,85737841,PG-13,54,Walt Disney Studios Motion Pictures,Alan Taylor,Chris Hemsworth,Natalie Portman,7,0,1,0,0,0,1,0,1,0,0,0,0,1
210,5814060,The Nun,117450119,248101575,53807379,R,41,Warner Bros.,Corin Hardy,Demián Bichir,Taissa Farmiga,2,0,0,0,0,0,0,1,0,0,0,0,0,0
211,8350360,Annabelle Comes Home,74152591,157100000,20269723,R,43,Warner Bros.,Gary Dauberman,Vera Farmiga,Patrick Wilson,1,0,1,0,0,0,0,1,0,0,0,0,0,0
212,2120120,Pixels,78747585,166127224,24011616,PG-13,67,Sony Pictures Entertainment (SPE),Chris Columbus,Adam Sandler,Kevin James,5,0,0,1,0,0,0,0,1,0,0,0,0,1
213,449088,Pirates of the Caribbean: At World's End,309420425,651576067,114732820,PG-13,62,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,13,0,1,0,0,0,1,0,1,0,0,0,0,1
214,417741,Harry Potter and the Half-Blood Prince,302305431,632114344,77835727,PG,63,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,11,1,1,0,0,0,0,1,1,0,0,0,1,0
215,330373,Harry Potter and the Goblet of Fire,290417905,605984224,102685961,PG-13,45,Warner Bros.,Mike Newell,Daniel Radcliffe,Emma Watson,15,1,1,0,0,0,0,1,0,1,0,0,0,1
216,3861390,Dumbo,114766307,238518314,45990748,PG,55,Walt Disney Studios Motion Pictures,Tim Burton,Colin Farrell,Michael Keaton,1,0,0,0,0,0,1,0,0,1,0,0,1,0
217,1535108,Elysium,93050117,193090583,29807393,R,56,TriStar Pictures,Neill Blomkamp,Matt Damon,Jodie Foster,7,0,0,0,0,0,0,0,1,0,0,0,0,0
218,947798,Black Swan,106954678,222443368,1443809,R,56,Fox Searchlight Pictures,Darren Aronofsky,Natalie Portman,Mila Kunis,10,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1077368,Dark Shadows,79727149,165800000,29685274,PG-13,53,Warner Bros.,Tim Burton,Johnny Depp,Michelle Pfeiffer,8,1,0,0,0,0,0,1,0,0,1,0,0,1
220,1504320,The King's Speech,138797449,288576868,355450,R,53,The Weinstein Company,Tom Hooper,Colin Firth,Geoffrey Rush,10,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1469304,Baywatch,58060186,119796565,18503871,R,51,Paramount Pictures,Seth Gordon,Dwayne Johnson,Zac Efron,3,1,0,0,0,0,0,0,1,0,0,0,0,0
222,242653,The Matrix Revolutions,139313948,288030329,48475154,R,29,Warner Bros.,Lana Wachowski,Keanu Reeves,Laurence Fishburne,17,0,1,0,0,0,0,1,1,0,0,0,0,0
223,386140,The Legend of Zorro,46464023,95936042,16328506,PG,63,Sony Pictures Entertainment (SPE),Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,15,0,1,1,0,0,0,0,1,0,0,0,1,0
224,1014759,Alice in Wonderland,334191110,691276693,116101023,PG,60,Walt Disney Studios Motion Pictures,Tim Burton,Mia Wasikowska,Johnny Depp,10,1,0,0,0,0,1,0,0,1,0,0,1,0
225,1583421,G.I. Joe: Retaliation,122523060,253217645,40501814,PG-13,54,Paramount Pictures,Jon M. Chu,Dwayne Johnson,Channing Tatum,7,0,1,0,0,0,0,0,1,0,0,0,0,1
226,2126355,San Andreas,155190832,318800000,54588173,PG-13,62,Warner Bros.,Brad Peyton,Dwayne Johnson,Carla Gugino,5,0,0,0,0,0,0,1,1,0,0,0,0,1
227,2395427,Avengers: Age of Ultron,459005868,943803672,191271109,PG-13,66,Walt Disney Studios Motion Pictures,Joss Whedon,Robert Downey Jr.,Chris Evans,5,0,1,0,0,0,1,0,1,0,0,0,0,1
228,955308,Robin Hood,105269730,216400011,36063385,PG-13,59,Universal Pictures,Ridley Scott,Russell Crowe,Cate Blanchett,10,1,0,0,0,1,0,0,1,0,0,0,0,1
229,5580390,The Shape of Water,63859435,131473877,166564,R,67,Fox Searchlight Pictures,Guillermo del Toro,Sally Hawkins,Octavia Spencer,3,0,0,0,0,0,0,0,0,1,0,0,0,0
230,5117670,Peter Rabbit,115253424,236013009,25010928,PG,74,Sony Pictures Entertainment (SPE),Will Gluck,James Corden,Fayssal Bazzi,2,1,0,1,0,0,0,0,0,1,0,0,1,0
231,3322940,Annabelle,84273813,172773848,37134255,R,53,Warner Bros.,John R. Leonetti,Ward Horton,Annabelle Wallis,6,0,0,0,0,0,0,1,0,0,0,0,0,0
232,6105098,The Lion King,543638043,1113325747,191770759,PG,56,Walt Disney Studios Motion Pictures,Jon Favreau,Donald Glover,Beyoncé,1,0,0,0,0,0,1,0,0,1,0,0,1,0
233,1261945,Sex and the City 2,95347692,195397363,31001870,R,57,Warner Bros.,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,10,1,1,0,0,0,0,1,0,0,1,0,0,0
234,4520988,Frozen II,477373578,972653355,130263358,PG,54,Walt Disney Studios Motion Pictures,Chris Buck,Kristen Bell,Idina Menzel,1,1,1,0,0,0,1,0,0,1,0,0,1,0
235,360486,Constantine,75976178,154908550,29769098,R,46,Warner Bros.,Francis Lawrence,Keanu Reeves,Rachel Weisz,15,0,0,0,0,0,0,1,1,0,0,0,0,0
236,1351685,Jack the Giant Slayer,65187603,132500000,27202226,PG-13,54,Warner Bros.,Bryan Singer,Nicholas Hoult,Stanley Tucci,7,1,0,0,0,0,0,1,0,1,0,0,0,1
237,1355644,Passengers,100014699,203129453,14869736,PG-13,60,Sony Pictures Entertainment (SPE),Morten Tyldum,Jennifer Lawrence,Chris Pratt,4,0,0,1,0,0,0,0,0,0,0,0,0,1
238,382932,Ratatouille,206445654,417280431,47027395,G,62,Walt Disney Studios Motion Pictures,Brad Bird,Brad Garrett,Lou Romano,13,0,0,0,0,0,1,0,0,1,0,1,0,0
239,800320,Clash of the Titans,163214888,330000105,61235105,PG-13,59,Warner Bros.,Louis Leterrier,Sam Worthington,Liam Neeson,10,1,0,0,0,0,0,1,1,0,0,0,0,1
240,167260,The Lord of the Rings: The Return of the King,377845905,764425084,72629713,PG-13,67,New Line Cinema,Peter Jackson,Elijah Wood,Viggo Mortensen,17,1,1,0,0,0,0,0,1,0,0,0,0,1
241,4154756,Avengers: Infinity War,678815482,1369544272,257698183,PG-13,54,Walt Disney Studios Motion Pictures,Anthony Russo,Robert Downey Jr.,Chris Hemsworth,2,0,1,0,0,0,1,0,1,0,0,0,0,1
242,3874544,The Boss Baby,175003033,352962903,50198902,PG,69,Twentieth Century Fox,Tom McGrath,Alec Baldwin,Steve Buscemi,3,1,0,0,1,0,0,0,0,1,0,0,1,0
243,1645170,The Dictator,59650222,119729311,17435092,R,49,Paramount Pictures,Larry Charles,Sacha Baron Cohen,Anna Faris,8,0,0,0,0,0,0,0,0,0,1,0,0,0
244,293508,The Phantom of the Opera,51268815,103380072,4001890,PG-13,48,Warner Bros.,Joel Schumacher,Gerard Butler,Emmy Rossum,16,1,0,0,0,0,0,1,0,0,0,0,0,1
245,2948356,Zootopia,341268248,682523247,75063401,PG,60,Walt Disney Studios Motion Pictures,Byron Howard,Ginnifer Goodwin,Jason Bateman,4,0,0,0,0,0,1,0,0,1,0,0,1,0
246,212720,A.I. Artificial Intelligence,78616689,157309863,29352630,PG-13,14,Warner Bros.,Steven Spielberg,Haley Joel Osment,Jude Law,19,0,0,0,0,0,0,1,0,0,0,0,0,1
247,5140878,Annabelle: Creation,102092201,204423683,35006404,R,40,Warner Bros.,David F. Sandberg,Anthony LaPaglia,Samara Lee,3,0,1,0,0,0,0,1,0,0,0,0,0,0
248,5884052,Pokémon Detective Pikachu,144105346,288900000,54365242,PG,46,Warner Bros.,Rob Letterman,Ryan Reynolds,Justice Smith,1,0,0,0,0,0,0,1,1,0,0,0,1,0
249,450259,Blood Diamond,57377916,114342482,8648324,R,44,Warner Bros.,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,14,0,0,0,0,0,0,1,0,1,0,0,0,0
250,3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,82051601,163572247,35316382,PG-13,47,Paramount Pictures,Dave Green,Megan Fox,Will Arnett,4,0,1,0,0,0,0,0,1,0,0,0,0,1
251,1502712,Fantastic Four,56117548,111765333,25685737,PG-13,60,Twentieth Century Fox,Josh Trank,Miles Teller,Kate Mara,5,0,0,0,1,0,0,0,1,0,0,0,0,1
252,409182,Poseidon,60674817,121000000,22155410,PG-13,47,Warner Bros.,Wolfgang Petersen,Richard Dreyfuss,Kurt Russell,14,0,0,0,0,0,0,1,1,0,0,0,0,1
253,1670345,Now You See Me,117723989,234000000,29350389,PG-13,50,Lionsgate,Louis Leterrier,Jesse Eisenberg,Common,7,0,0,0,0,0,0,0,0,0,0,0,0,1
254,1596343,Fast Five,209837675,416300000,86198765,PG-13,60,Universal Pictures,Justin Lin,Vin Diesel,Paul Walker,9,0,1,0,0,1,0,0,1,0,0,0,0,1
255,317919,Mission: Impossible III,134029801,264449696,47743273,PG-13,68,Paramount Pictures,J.J. Abrams,Tom Cruise,Michelle Monaghan,14,1,1,0,0,0,0,0,1,0,0,0,0,1
256,1300854,Iron Man 3,409013994,805797258,174144585,PG-13,54,Walt Disney Studios Motion Pictures,Shane Black,Robert Downey Jr.,Guy Pearce,7,0,1,0,0,0,1,0,1,0,0,0,0,1
257,1446192,Rise of the Guardians,103412758,203528912,23773465,PG,53,DreamWorks,Peter Ramsey,Hugh Jackman,Alec Baldwin,8,1,0,0,0,0,0,0,1,0,0,0,1,0
258,1707386,Les Misérables,148809770,293000000,27281735,PG-13,55,Universal Pictures,Tom Hooper,Hugh Jackman,Russell Crowe,8,0,0,0,0,1,0,0,0,0,0,0,0,1
259,3783958,La La Land,151101803,295385068,881104,PG-13,66,Lionsgate,Damien Chazelle,Ryan Gosling,Emma Stone,4,0,0,0,0,0,0,0,0,0,1,0,0,1
260,6139732,Aladdin,355559216,695134737,91500929,PG,55,Walt Disney Studios Motion Pictures,Guy Ritchie,Will Smith,Mena Massoud,1,1,0,0,0,0,1,0,0,1,0,0,1,0
261,2245084,Big Hero 6,222527828,435341593,56215889,PG,61,Walt Disney Studios Motion Pictures,Don Hall,Ryan Potter,Scott Adsit,6,0,0,0,0,0,1,0,1,0,0,0,1,0
262,319262,The Day After Tomorrow,186740799,365898772,68743584,PG-13,64,Twentieth Century Fox,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,16,1,0,0,1,0,0,0,1,0,0,0,0,1
263,438488,Terminator Salvation,125322469,246030532,42558390,PG-13,73,Warner Bros.,McG,Christian Bale,Sam Worthington,11,0,1,0,0,0,0,1,1,0,0,0,0,1
264,499448,The Chronicles of Narnia: Prince Caspian,141621490,278044078,55034805,PG,63,Walt Disney Studios Motion Pictures,Andrew Adamson,Ben Barnes,Skandar Keynes,12,1,1,0,0,0,1,0,1,0,0,0,1,0
265,6324278,Abominable,60716390,118336168,20612100,PG,64,Universal Pictures,Jill Culton,Chloe Bennet,Albert Tsai,1,1,0,0,0,1,0,0,0,1,0,0,1,0
266,398286,Tangled,200821936,391639796,48767052,PG,61,Walt Disney Studios Motion Pictures,Nathan Greno,Mandy Moore,Zachary Levi,10,1,0,0,0,0,1,0,0,1,0,0,1,0
267,2381941,Focus,53862963,104900000,18685137,R,60,Warner Bros.,Glenn Ficarra,Will Smith,Margot Robbie,5,1,0,0,0,0,0,1,0,0,1,0,0,0
268,5027774,"Three Billboards Outside Ebbing, Missouri",54513740,105678291,322168,R,66,Fox Searchlight Pictures,Martin McDonagh,Frances McDormand,Woody Harrelson,3,0,0,0,0,0,0,0,0,0,1,0,0,0
269,970416,The Day the Earth Stood Still,79366978,153726881,30480153,PG-13,75,Twentieth Century Fox,Scott Derrickson,Keanu Reeves,Jennifer Connelly,12,0,0,0,1,0,0,0,0,0,0,0,0,1
270,358135,Shall We Dance,57890460,112238000,11600000,PG-13,48,Miramax,Peter Chelsom,Richard Gere,Jennifer Lopez,16,0,0,0,0,0,0,0,0,0,1,0,0,1
271,462538,The Simpsons Movie,183135014,353279256,74036787,PG-13,72,Twentieth Century Fox,David Silverman,Dan Castellaneta,Julie Kavner,13,1,0,0,1,0,0,0,0,1,0,0,0,1
272,441773,Kung Fu Panda,215434591,416311606,60239130,PG,69,DreamWorks,Mark Osborne,Jack Black,Ian McShane,12,0,0,0,0,0,0,0,1,0,0,0,1,0
273,431308,P.S. I Love You,53695808,103139531,6481221,PG-13,53,Warner Bros.,Richard LaGravenese,Hilary Swank,Gerard Butler,13,0,0,0,0,0,0,1,0,0,1,0,0,1
274,1216475,Cars 2,191452396,368400000,66135507,G,73,Walt Disney Studios Motion Pictures,John Lasseter,Owen Wilson,Larry the Cable Guy,9,0,1,0,0,0,1,0,0,1,0,1,0,0
275,2278388,The Grand Budapest Hotel,59301324,113638722,811166,R,48,Fox Searchlight Pictures,Wes Anderson,Ralph Fiennes,F. Murray Abraham,6,0,0,0,0,0,0,0,0,1,0,0,0,0
276,1211837,Doctor Strange,232641920,445154156,85058311,PG-13,52,Walt Disney Studios Motion Pictures,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,4,0,0,0,0,0,1,0,1,0,0,0,0,1
277,1210819,The Lone Ranger,89302115,171200000,29210849,PG-13,53,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Armie Hammer,7,1,0,0,0,0,1,0,1,0,0,0,0,1
278,1854564,Percy Jackson: Sea of Monsters,68559554,131290761,14401054,PG,52,Twentieth Century Fox,Thor Freudenthal,Logan Lerman,Alexandra Daddario,7,1,1,0,1,0,0,0,0,1,0,0,1,0
279,432021,Resident Evil: Extinction,50648679,97069154,23678580,R,59,Screen Gems,Russell Mulcahy,Milla Jovovich,Ali Larter,13,0,1,0,0,0,0,0,1,0,0,0,0,0
280,299172,Home on the Range,50030461,95327601,13880771,PG,32,Walt Disney Studios Motion Pictures,Will Finn,Judi Dench,Cuba Gooding Jr.,16,0,0,0,0,0,1,0,0,1,0,0,1,0
281,1515091,Sherlock Holmes: A Game of Shadows,186848418,357000000,39637079,PG-13,52,Warner Bros.,Guy Ritchie,Robert Downey Jr.,Jude Law,9,1,1,0,0,0,0,1,1,0,0,0,0,1
282,1663202,The Revenant,183637894,349312609,474560,R,63,Twentieth Century Fox,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,5,1,0,0,1,0,0,0,1,0,0,0,0,0
283,408236,Sweeney Todd: The Demon Barber of Fleet Street,52898073,100485554,9300805,R,59,DreamWorks,Tim Burton,Johnny Depp,Helena Bonham Carter,13,0,1,0,0,0,0,0,0,0,0,0,0,0
284,6320628,Spider-Man: Far from Home,390532085,741395911,92579212,PG-13,75,Sony Pictures Entertainment (SPE),Jon Watts,Tom Holland,Samuel L. Jackson,1,0,1,1,0,0,0,0,1,0,0,0,0,1
285,349903,Ocean's Twelve,125544280,237200000,39153380,PG-13,50,Warner Bros.,Steven Soderbergh,George Clooney,Brad Pitt,16,0,1,0,0,0,0,1,0,0,0,0,0,1
286,948470,The Amazing Spider-Man,262030663,495900000,62004688,PG-13,58,Sony Pictures Entertainment (SPE),Marc Webb,Andrew Garfield,Emma Stone,8,0,1,1,0,0,0,0,1,0,0,0,0,1
287,337978,Live Free or Die Hard,134529403,253626608,33369559,PG-13,75,Twentieth Century Fox,Len Wiseman,Bruce Willis,Justin Long,13,1,1,0,1,0,0,0,1,0,0,0,0,1
288,478970,Ant-Man,180202163,339109802,57225526,PG-13,61,Walt Disney Studios Motion Pictures,Peyton Reed,Paul Rudd,Michael Douglas,5,0,0,0,0,0,1,0,1,0,0,0,0,1
289,3460252,The Hateful Eight,54117416,101645094,4610676,R,52,The Weinstein Company,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,5,0,0,0,0,0,0,0,0,0,0,0,0,0
290,758766,Music and Lyrics,50572589,95323833,13623630,PG-13,57,Warner Bros.,Marc Lawrence,Hugh Grant,Drew Barrymore,13,0,0,0,0,0,0,1,0,0,1,0,0,1
291,181852,Terminator 3: Rise of the Machines,150371112,283000000,44041440,R,27,Warner Bros.,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,17,0,1,0,0,0,0,1,1,0,0,0,0,0
