id,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,domestic_opening_gross,rating,foreign_market_count,genres,distributor,director,actor_1,actor_2,IMDB_link
1116184,/title/tt1116184/?ref_=bo_cso_table_172,986,Jackass 3D,"$171,685,792","$117,229,692",68.3%,"$54,456,100",31.7%,2010,"$50,353,641",R,37,"Action
    
        Comedy
    
        Documentary",Paramount Pictures,Jeff Tremaine,Johnny Knoxville,Steve-O,https://pro.imdb.com/title/tt1116184
0477348,/title/tt0477348/?ref_=bo_cso_table_173,987,No Country for Old Men,"$171,627,166","$74,283,625",43.3%,"$97,343,541",56.7%,2007,"$1,202,000",R,65,"Crime
    
        Drama
    
        Thriller",Miramax,Ethan Coen,Tommy Lee Jones,Javier Bardem,https://pro.imdb.com/title/tt0477348
5814534,/title/tt5814534/?ref_=bo_cso_table_174,988,Spies in Disguise,"$171,616,764","$66,757,013",38.9%,"$104,859,751",61.1%,2019,"$13,354,798",PG,54,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",Twentieth Century Fox,Nick Bruno,Rachel Brosnahan,Jarrett Bruno,https://pro.imdb.com/title/tt5814534
4425200,/title/tt4425200/?ref_=bo_cso_table_175,989,John Wick: Chapter 2,"$171,547,802","$92,029,184",53.6%,"$79,518,618",46.4%,2017,"$30,436,123",R,65,"Action
    
        Crime
    
        Thriller",Lionsgate,Chad Stahelski,Keanu Reeves,Riccardo Scamarcio,https://pro.imdb.com/title/tt4425200
0094889,/title/tt0094889/?ref_=bo_cso_table_176,990,Cocktail,"$171,504,781","$78,222,753",45.6%,"$93,282,028",54.4%,1988,"$11,789,466",,0,"Comedy
    
        Drama
    
        Romance",Walt Disney Studios Motion Pictures,Roger Donaldson,Tom Cruise,Bryan Brown,https://pro.imdb.com/title/tt0094889
0280590,/title/tt0280590/?ref_=bo_cso_table_177,992,Mr. Deeds,"$171,269,535","$126,293,452",73.7%,"$44,976,083",26.3%,2002,"$37,162,787",PG-13,25,"Comedy
    
        Romance",Sony Pictures Entertainment (SPE),Steven Brill,Adam Sandler,Winona Ryder,https://pro.imdb.com/title/tt0280590
0118884,/title/tt0118884/?ref_=bo_cso_table_178,993,Contact,"$171,120,329","$100,920,329",59%,"$70,200,000",41%,1997,"$20,584,908",PG,0,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",Warner Bros.,Robert Zemeckis,Jodie Foster,Matthew McConaughey,https://pro.imdb.com/title/tt0118884
0829482,/title/tt0829482/?ref_=bo_cso_table_179,994,Superbad,"$170,812,526","$121,463,226",71.1%,"$49,349,300",28.9%,2007,"$33,052,411",R,58,Comedy,Sony Pictures Entertainment (SPE),Greg Mottola,Michael Cera,Jonah Hill,https://pro.imdb.com/title/tt0829482
1386588,/title/tt1386588/?ref_=bo_cso_table_180,995,The Other Guys,"$170,458,922","$119,219,978",69.9%,"$51,238,944",30.1%,2010,"$35,543,162",PG-13,54,"Action
    
        Comedy
    
        Crime",Sony Pictures Entertainment (SPE),Adam McKay,Will Ferrell,Mark Wahlberg,https://pro.imdb.com/title/tt1386588
0111255,/title/tt0111255/?ref_=bo_cso_table_181,996,The Specialist,"$170,362,582","$57,362,582",33.7%,"$113,000,000",66.3%,1994,"$14,317,765",R,0,"Action
    
        Drama
    
        Thriller",Warner Bros.,Luis Llosa,Sylvester Stallone,Sharon Stone,https://pro.imdb.com/title/tt0111255
2302755,/title/tt2302755/?ref_=bo_cso_table_182,997,Olympus Has Fallen,"$170,270,201","$98,925,640",58.1%,"$71,344,561",41.9%,2013,"$30,373,794",R,49,"Action
    
        Thriller",FilmDistrict,Antoine Fuqua,Gerard Butler,Aaron Eckhart,https://pro.imdb.com/title/tt2302755
0335438,/title/tt0335438/?ref_=bo_cso_table_183,998,Starsky & Hutch,"$170,268,750","$88,237,754",51.8%,"$82,030,996",48.2%,2004,"$28,103,367",PG-13,41,"Comedy
    
        Crime",Warner Bros.,Todd Phillips,Ben Stiller,Owen Wilson,https://pro.imdb.com/title/tt0335438
0358135,/title/tt0358135/?ref_=bo_cso_table_184,999,Shall We Dance,"$170,128,460","$57,890,460",34%,"$112,238,000",66%,2004,"$11,600,000",PG-13,48,"Comedy
    
        Drama
    
        Music
    
        Romance",Miramax,Peter Chelsom,Richard Gere,Jennifer Lopez,https://pro.imdb.com/title/tt0358135
0243585,/title/tt0243585/?ref_=bo_cso_table_185,"1,000",Stuart Little 2,"$169,956,806","$64,956,806",38.2%,"$105,000,000",61.8%,2002,"$15,115,152",PG,27,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Sony Pictures Entertainment (SPE),Rob Minkoff,Michael J. Fox,Geena Davis,https://pro.imdb.com/title/tt0243585
1222817,/title/tt1222817/?ref_=bo_cso_table_186,"1,001",Zookeeper,"$169,852,759","$80,360,843",47.3%,"$89,491,916",52.7%,2011,"$20,065,617",PG,69,"Comedy
    
        Family
    
        Fantasy
    
        Romance",Sony Pictures Entertainment (SPE),Frank Coraci,Kevin James,Rosario Dawson,https://pro.imdb.com/title/tt1222817
2096672,/title/tt2096672/?ref_=bo_cso_table_187,"1,002",Dumb and Dumber To,"$169,837,010","$86,208,010",50.8%,"$83,629,000",49.2%,2014,"$36,111,775",PG-13,54,Comedy,Universal Pictures,Bobby Farrelly,Jim Carrey,Jeff Daniels,https://pro.imdb.com/title/tt2096672
1219827,/title/tt1219827/?ref_=bo_cso_table_188,"1,003",Ghost in the Shell,"$169,801,921","$40,563,557",23.9%,"$129,238,364",76.1%,2017,"$18,676,033",PG-13,57,"Action
    
        Crime
    
        Drama
    
        Sci-Fi
    
        Thriller",Paramount Pictures,Rupert Sanders,Scarlett Johansson,Pilou Asbæk,https://pro.imdb.com/title/tt1219827
0119698,/title/tt0119698/?ref_=bo_cso_table_189,"1,004",Princess Mononoke,"$169,785,629","$4,845,631",2.8%,"$164,939,998",97.2%,1999,"$144,446",PG-13,Do,"Adventure
    
        Animation
    
        Fantasy",Miramax,Hayao Miyazaki,Yôji Matsuda,Yuriko Ishida,https://pro.imdb.com/title/tt0119698
0814314,/title/tt0814314/?ref_=bo_cso_table_190,"1,005",Seven Pounds,"$169,748,929","$69,951,824",41.2%,"$99,797,105",58.8%,2008,"$14,851,136",PG-13,77,Drama,Sony Pictures Entertainment (SPE),Gabriele Muccino,Will Smith,Rosario Dawson,https://pro.imdb.com/title/tt0814314
0396555,/title/tt0396555/?ref_=bo_cso_table_191,"1,006",Meet the Robinsons,"$169,333,034","$97,822,171",57.8%,"$71,510,863",42.2%,2007,"$25,123,781",G,62,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Stephen J. Anderson,Daniel Hansen,Wesley Singerman,https://pro.imdb.com/title/tt0396555
0120917,/title/tt0120917/?ref_=bo_cso_table_192,"1,007",The Emperor's New Groove,"$169,327,687","$89,302,687",52.7%,"$80,025,000",47.3%,2000,"$9,812,302",,9,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Mark Dindal,David Spade,John Goodman,https://pro.imdb.com/title/tt0120917
0114746,/title/tt0114746/?ref_=bo_cso_table_193,"1,008",12 Monkeys,"$168,839,459","$57,141,459",33.8%,"$111,698,000",66.2%,1995,"$184,776",R,4,"Mystery
    
        Sci-Fi
    
        Thriller",Universal Pictures,Terry Gilliam,Bruce Willis,Madeleine Stowe,https://pro.imdb.com/title/tt0114746
0364725,/title/tt0364725/?ref_=bo_cso_table_194,"1,009",Dodgeball,"$168,423,227","$114,326,736",67.9%,"$54,096,491",32.1%,2004,"$30,070,196",PG-13,59,"Comedy
    
        Sport",Twentieth Century Fox,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,https://pro.imdb.com/title/tt0364725
0411477,/title/tt0411477/?ref_=bo_cso_table_195,"1,010",Hellboy II: The Golden Army,"$168,319,243","$75,986,503",45.1%,"$92,332,740",54.9%,2008,"$34,539,115",PG-13,68,"Action
    
        Adventure
    
        Fantasy
    
        Horror
    
        Sci-Fi",Universal Pictures,Guillermo del Toro,Ron Perlman,Selma Blair,https://pro.imdb.com/title/tt0411477
5726086,/title/tt5726086/?ref_=bo_cso_table_196,"1,011",Insidious: The Last Key,"$167,885,588","$67,745,330",40.4%,"$100,140,258",59.6%,2018,"$29,581,355",PG-13,65,"Horror
    
        Mystery
    
        Thriller",Universal Pictures,Adam Robitel,Lin Shaye,Leigh Whannell,https://pro.imdb.com/title/tt5726086
1502712,/title/tt1502712/?ref_=bo_cso_table_197,"1,012",Fantastic Four,"$167,882,881","$56,117,548",33.4%,"$111,765,333",66.6%,2015,"$25,685,737",PG-13,60,"Action
    
        Adventure
    
        Sci-Fi",Twentieth Century Fox,Josh Trank,Miles Teller,Kate Mara,https://pro.imdb.com/title/tt1502712
0477080,/title/tt0477080/?ref_=bo_cso_table_198,"1,013",Unstoppable,"$167,805,466","$81,562,942",48.6%,"$86,242,524",51.4%,2010,"$22,688,457",PG-13,67,"Action
    
        Thriller",Twentieth Century Fox,Tony Scott,Denzel Washington,Chris Pine,https://pro.imdb.com/title/tt0477080
0094137,/title/tt0094137/?ref_=bo_cso_table_199,"1,014",Three Men and a Baby,"$167,780,960","$167,780,960",100%,$0,-,1987,"$10,384,392",,0,"Comedy
    
        Drama
    
        Family",Walt Disney Studios Motion Pictures,Leonard Nimoy,Tom Selleck,Steve Guttenberg,https://pro.imdb.com/title/tt0094137
1915581,/title/tt1915581/?ref_=bo_cso_table_200,"1,015",Magic Mike,"$167,739,368","$113,721,571",67.8%,"$54,017,797",32.2%,2012,"$39,127,170",R,36,"Comedy
    
        Drama",Warner Bros.,Steven Soderbergh,Channing Tatum,Alex Pettyfer,https://pro.imdb.com/title/tt1915581
0346491,/title/tt0346491/?ref_=bo_cso_table_1,"1,016",Alexander,"$167,298,192","$34,297,191",20.5%,"$133,001,001",79.5%,2004,"$13,687,087",R,52,"Action
    
        Biography
    
        Drama
    
        History
    
        War",Warner Bros.,Oliver Stone,Colin Farrell,Anthony Hopkins,https://pro.imdb.com/title/tt0346491
1193138,/title/tt1193138/?ref_=bo_cso_table_2,"1,017",Up in the Air,"$166,842,739","$83,823,381",50.2%,"$83,019,358",49.8%,2009,"$1,181,450",R,58,"Comedy
    
        Drama
    
        Romance",Paramount Pictures,Jason Reitman,George Clooney,Vera Farmiga,https://pro.imdb.com/title/tt1193138
0144528,/title/tt0144528/?ref_=bo_cso_table_3,"1,018",Nutty Professor II: The Klumps,"$166,339,890","$123,309,890",74.1%,"$43,030,000",25.9%,2000,"$42,518,830",PG-13,2,"Comedy
    
        Romance
    
        Sci-Fi",Universal Pictures,Peter Segal,Eddie Murphy,Janet Jackson,https://pro.imdb.com/title/tt0144528
0117665,/title/tt0117665/?ref_=bo_cso_table_4,"1,019",Sleepers,"$165,615,285","$53,315,285",32.2%,"$112,300,000",67.8%,1996,"$12,305,745",R,0,"Crime
    
        Drama
    
        Thriller",Warner Bros.,Barry Levinson,Robert De Niro,Kevin Bacon,https://pro.imdb.com/title/tt0117665
3682448,/title/tt3682448/?ref_=bo_cso_table_5,"1,020",Bridge of Spies,"$165,478,348","$72,313,754",43.7%,"$93,164,594",56.3%,2015,"$15,371,203",PG-13,61,"Drama
    
        History
    
        Thriller",Walt Disney Studios Motion Pictures,Steven Spielberg,Tom Hanks,Mark Rylance,https://pro.imdb.com/title/tt3682448
0247638,/title/tt0247638/?ref_=bo_cso_table_6,"1,021",The Princess Diaries,"$165,335,153","$108,248,956",65.5%,"$57,086,197",34.5%,2001,"$22,862,269",G,15,"Comedy
    
        Family
    
        Romance",Walt Disney Studios Motion Pictures,Garry Marshall,Julie Andrews,Anne Hathaway,https://pro.imdb.com/title/tt0247638
1204342,/title/tt1204342/?ref_=bo_cso_table_7,"1,022",The Muppets,"$165,184,237","$88,631,237",53.7%,"$76,553,000",46.3%,2011,"$29,239,026",PG,44,"Adventure
    
        Comedy
    
        Family
    
        Musical",Walt Disney Studios Motion Pictures,James Bobin,Amy Adams,Jason Segel,https://pro.imdb.com/title/tt1204342
2381991,/title/tt2381991/?ref_=bo_cso_table_8,"1,023",The Huntsman: Winter's War,"$164,989,338","$48,390,190",29.3%,"$116,599,148",70.7%,2016,"$19,445,035",PG-13,54,"Action
    
        Adventure
    
        Drama
    
        Fantasy",Universal Pictures,Cedric Nicolas-Troyan,Chris Hemsworth,Jessica Chastain,https://pro.imdb.com/title/tt2381991
0489270,/title/tt0489270/?ref_=bo_cso_table_9,"1,024",Saw III,"$164,874,275","$80,238,724",48.7%,"$84,635,551",51.3%,2006,"$33,610,391",R,36,"Horror
    
        Mystery
    
        Thriller",Lionsgate,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,https://pro.imdb.com/title/tt0489270
0120828,/title/tt0120828/?ref_=bo_cso_table_10,"1,025",Six Days Seven Nights,"$164,839,294","$74,339,294",45.1%,"$90,500,000",54.9%,1998,"$16,485,276",PG-13,0,"Action
    
        Adventure
    
        Comedy
    
        Romance",Walt Disney Studios Motion Pictures,Ivan Reitman,Harrison Ford,Anne Heche,https://pro.imdb.com/title/tt0120828
0305669,/title/tt0305669/?ref_=bo_cso_table_11,"1,026",Bringing Down the House,"$164,729,679","$132,716,677",80.6%,"$32,013,002",19.4%,2003,"$31,101,026",PG-13,26,Comedy,Walt Disney Studios Motion Pictures,Adam Shankman,Steve Martin,Queen Latifah,https://pro.imdb.com/title/tt0305669
0149261,/title/tt0149261/?ref_=bo_cso_table_12,"1,027",Deep Blue Sea,"$164,648,142","$73,648,142",44.7%,"$91,000,000",55.3%,1999,"$19,107,643",R,0,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Warner Bros.,Renny Harlin,Thomas Jane,Saffron Burrows,https://pro.imdb.com/title/tt0149261
0120179,/title/tt0120179/?ref_=bo_cso_table_13,"1,028",Speed 2: Cruise Control,"$164,508,066","$48,608,066",29.6%,"$115,900,000",70.4%,1997,"$16,158,942",PG-13,0,"Action
    
        Adventure
    
        Crime
    
        Romance
    
        Thriller",Twentieth Century Fox,Jan de Bont,Sandra Bullock,Jason Patric,https://pro.imdb.com/title/tt0120179
0317303,/title/tt0317303/?ref_=bo_cso_table_14,"1,029",Daddy Day Care,"$164,433,867","$104,297,061",63.4%,"$60,136,806",36.6%,2003,"$27,623,580",PG,24,"Comedy
    
        Family",Revolution Studios,Steve Carr,Eddie Murphy,Jeff Garlin,https://pro.imdb.com/title/tt0317303
0430357,/title/tt0430357/?ref_=bo_cso_table_15,"1,030",Miami Vice,"$164,231,296","$63,450,470",38.6%,"$100,780,826",61.4%,2006,"$25,723,815",R,66,"Action
    
        Crime
    
        Thriller",Universal Pictures,Michael Mann,Colin Farrell,Jamie Foxx,https://pro.imdb.com/title/tt0430357
0416236,/title/tt0416236/?ref_=bo_cso_table_16,"1,031",The Spiderwick Chronicles,"$164,170,327","$71,195,053",43.4%,"$92,975,274",56.6%,2008,"$19,004,058",PG,68,"Action
    
        Adventure
    
        Drama
    
        Family
    
        Fantasy
    
        Thriller",Paramount Pictures,Mark Waters,Freddie Highmore,Sarah Bolger,https://pro.imdb.com/title/tt0416236
0383216,/title/tt0383216/?ref_=bo_cso_table_17,"1,032",The Pink Panther,"$164,115,897","$82,226,474",50.1%,"$81,889,423",49.9%,2006,"$20,220,412",PG,66,"Adventure
    
        Comedy
    
        Crime
    
        Family
    
        Mystery",Sony Pictures Entertainment (SPE),Shawn Levy,Steve Martin,Kevin Kline,https://pro.imdb.com/title/tt0383216
0369436,/title/tt0369436/?ref_=bo_cso_table_18,"1,033",Four Christmases,"$164,112,721","$120,146,040",73.2%,"$43,966,681",26.8%,2008,"$31,069,826",PG-13,56,"Comedy
    
        Drama
    
        Romance",Warner Bros.,Seth Gordon,Reese Witherspoon,Vince Vaughn,https://pro.imdb.com/title/tt0369436
0377109,/title/tt0377109/?ref_=bo_cso_table_19,"1,034",The Ring Two,"$163,995,949","$76,231,249",46.5%,"$87,764,700",53.5%,2005,"$35,065,237",PG-13,51,"Horror
    
        Mystery",DreamWorks Distribution,Hideo Nakata,Naomi Watts,David Dorfman,https://pro.imdb.com/title/tt0377109
0887883,/title/tt0887883/?ref_=bo_cso_table_20,"1,036",Burn After Reading,"$163,728,902","$60,355,347",36.9%,"$103,373,555",63.1%,2008,"$19,128,001",R,61,"Comedy
    
        Crime
    
        Drama
    
        Thriller",Focus Features,Ethan Coen,Brad Pitt,Frances McDormand,https://pro.imdb.com/title/tt0887883
0190641,/title/tt0190641/?ref_=bo_cso_table_21,"1,037",Pokémon: The First Movie - Mewtwo Strikes Back,"$163,644,662","$85,744,662",52.4%,"$77,900,000",47.6%,1999,"$31,036,678",,2,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Sci-Fi
    
        Sport",Warner Bros.,Kunihiko Yuyama,Veronica Taylor,Rachael Lillis,https://pro.imdb.com/title/tt0190641
0949731,/title/tt0949731/?ref_=bo_cso_table_22,"1,038",The Happening,"$163,403,799","$64,506,874",39.5%,"$98,896,925",60.5%,2008,"$30,517,109",R,74,"Drama
    
        Mystery
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,https://pro.imdb.com/title/tt0949731
0415306,/title/tt0415306/?ref_=bo_cso_table_23,"1,039",Talladega Nights: The Ballad of Ricky Bobby,"$163,362,095","$148,213,377",90.7%,"$15,148,718",9.3%,2006,"$47,042,215",PG-13,39,"Comedy
    
        Sport",Sony Pictures Entertainment (SPE),Adam McKay,Will Ferrell,John C. Reilly,https://pro.imdb.com/title/tt0415306
0469641,/title/tt0469641/?ref_=bo_cso_table_24,"1,040",World Trade Center,"$163,247,198","$70,278,893",43%,"$92,968,305",57%,2006,"$18,730,762",PG-13,65,"Drama
    
        History
    
        Thriller",Paramount Pictures,Oliver Stone,Nicolas Cage,Michael Peña,https://pro.imdb.com/title/tt0469641
0399201,/title/tt0399201/?ref_=bo_cso_table_25,"1,041",The Island,"$162,949,164","$35,818,913",22%,"$127,130,251",78%,2005,"$12,409,070",PG-13,48,"Action
    
        Sci-Fi
    
        Thriller",DreamWorks Distribution,Michael Bay,Scarlett Johansson,Ewan McGregor,https://pro.imdb.com/title/tt0399201
0373926,/title/tt0373926/?ref_=bo_cso_table_26,"1,042",The Interpreter,"$162,944,923","$72,708,161",44.6%,"$90,236,762",55.4%,2005,"$22,822,455",PG-13,53,"Crime
    
        Mystery
    
        Thriller",Universal Pictures,Sydney Pollack,Nicole Kidman,Sean Penn,https://pro.imdb.com/title/tt0373926
0099422,/title/tt0099422/?ref_=bo_cso_table_27,"1,043",Dick Tracy,"$162,738,726","$103,738,726",63.8%,"$59,000,000",36.2%,1990,"$22,543,911",,0,"Action
    
        Comedy
    
        Crime
    
        Music
    
        Romance
    
        Thriller",Walt Disney Studios Motion Pictures,Warren Beatty,Warren Beatty,Madonna,https://pro.imdb.com/title/tt0099422
0988595,/title/tt0988595/?ref_=bo_cso_table_28,"1,044",27 Dresses,"$162,655,351","$76,808,654",47.2%,"$85,846,697",52.8%,2008,"$23,007,725",PG-13,68,"Comedy
    
        Romance",Twentieth Century Fox,Anne Fletcher,Katherine Heigl,James Marsden,https://pro.imdb.com/title/tt0988595
2404435,/title/tt2404435/?ref_=bo_cso_table_29,"1,045",The Magnificent Seven,"$162,360,636","$93,432,655",57.6%,"$68,927,981",42.4%,2016,"$34,703,397",PG-13,57,"Action
    
        Adventure
    
        Western",Sony Pictures Entertainment (SPE),Antoine Fuqua,Denzel Washington,Chris Pratt,https://pro.imdb.com/title/tt2404435
0397535,/title/tt0397535/?ref_=bo_cso_table_30,"1,046",Memoirs of a Geisha,"$162,242,962","$57,490,508",35.4%,"$104,752,454",64.6%,2005,"$682,504",PG-13,65,"Drama
    
        Romance",Sony Pictures Entertainment (SPE),Rob Marshall,Ziyi Zhang,Ken Watanabe,https://pro.imdb.com/title/tt0397535
0120663,/title/tt0120663/?ref_=bo_cso_table_31,"1,047",Eyes Wide Shut,"$162,242,684","$55,691,208",34.3%,"$106,551,476",65.7%,1999,"$21,706,163",R,Do,"Drama
    
        Mystery
    
        Thriller",Warner Bros.,Stanley Kubrick,Tom Cruise,Nicole Kidman,https://pro.imdb.com/title/tt0120663
3393786,/title/tt3393786/?ref_=bo_cso_table_32,"1,048",Jack Reacher: Never Go Back,"$162,146,076","$58,697,076",36.2%,"$103,449,000",63.8%,2016,"$22,872,490",PG-13,54,"Action
    
        Thriller",Paramount Pictures,Edward Zwick,Tom Cruise,Cobie Smulders,https://pro.imdb.com/title/tt3393786
2226417,/title/tt2226417/?ref_=bo_cso_table_33,"1,049",Insidious: Chapter 2,"$161,919,318","$83,586,447",51.6%,"$78,332,871",48.4%,2013,"$40,272,103",PG-13,48,"Horror
    
        Mystery
    
        Thriller",FilmDistrict,James Wan,Patrick Wilson,Rose Byrne,https://pro.imdb.com/title/tt2226417
1219289,/title/tt1219289/?ref_=bo_cso_table_34,"1,050",Limitless,"$161,849,455","$79,249,455",49%,"$82,600,000",51%,2011,"$18,907,302",PG-13,49,"Sci-Fi
    
        Thriller",Relativity Media,Neil Burger,Bradley Cooper,Anna Friel,https://pro.imdb.com/title/tt1219289
0134084,/title/tt0134084/?ref_=bo_cso_table_35,"1,051",Scream 3,"$161,834,276","$89,143,175",55.1%,"$72,691,101",44.9%,2000,"$34,713,342",R,0,"Horror
    
        Mystery",Dimension Films,Wes Craven,David Arquette,Neve Campbell,https://pro.imdb.com/title/tt0134084
1907668,/title/tt1907668/?ref_=bo_cso_table_36,"1,052",Flight,"$161,772,375","$93,772,375",58%,"$68,000,000",42%,2012,"$24,900,566",R,49,"Drama
    
        Thriller",Paramount Pictures,Robert Zemeckis,Denzel Washington,Nadine Velazquez,https://pro.imdb.com/title/tt1907668
0120784,/title/tt0120784/?ref_=bo_cso_table_37,"1,053",Payback,"$161,626,121","$81,526,121",50.4%,"$80,100,000",49.6%,1999,"$21,221,526",R,0,"Action
    
        Crime
    
        Drama
    
        Thriller",Paramount Pictures,Brian Helgeland,Mel Gibson,Gregg Henry,https://pro.imdb.com/title/tt0120784
2106361,/title/tt2106361/?ref_=bo_cso_table_38,"1,054",Into the Storm,"$161,502,194","$47,602,194",29.5%,"$113,900,000",70.5%,2014,"$17,346,427",PG-13,55,"Action
    
        Adventure
    
        Drama
    
        Thriller",Warner Bros.,Steven Quale,Richard Armitage,Sarah Wayne Callies,https://pro.imdb.com/title/tt2106361
1809398,/title/tt1809398/?ref_=bo_cso_table_39,"1,055",Unbroken,"$161,459,297","$115,637,895",71.6%,"$45,821,402",28.4%,2014,"$30,621,445",PG-13,56,"Action
    
        Biography
    
        Drama
    
        Sport
    
        War",Universal Pictures,Angelina Jolie,Jack O'Connell,Miyavi,https://pro.imdb.com/title/tt1809398
0118583,/title/tt0118583/?ref_=bo_cso_table_40,"1,056",Alien: Resurrection,"$161,376,069","$47,795,658",29.6%,"$113,580,411",70.4%,1997,"$16,474,092",R,62,"Action
    
        Horror
    
        Sci-Fi",Twentieth Century Fox,Jean-Pierre Jeunet,Sigourney Weaver,Winona Ryder,https://pro.imdb.com/title/tt0118583
0096969,/title/tt0096969/?ref_=bo_cso_table_41,"1,057",Born on the Fourth of July,"$161,001,698","$70,001,698",43.5%,"$91,000,000",56.5%,1989,"$172,021",,0,"Biography
    
        Drama
    
        War",Universal Pictures,Oliver Stone,Tom Cruise,Bryan Larkin,https://pro.imdb.com/title/tt0096969
0322330,/title/tt0322330/?ref_=bo_cso_table_42,"1,058",Freaky Friday,"$160,846,332","$110,230,332",68.5%,"$50,616,000",31.5%,2003,"$22,203,007",PG,22,"Comedy
    
        Family
    
        Fantasy
    
        Music
    
        Romance",Walt Disney Studios Motion Pictures,Mark Waters,Jamie Lee Curtis,Lindsay Lohan,https://pro.imdb.com/title/tt0322330
0110322,/title/tt0110322/?ref_=bo_cso_table_43,"1,059",Legends of the Fall,"$160,638,883","$66,638,883",41.5%,"$94,000,000",58.5%,1994,"$101,670",R,0,"Drama
    
        Romance
    
        War
    
        Western",Sony Pictures Entertainment (SPE),Edward Zwick,Brad Pitt,Anthony Hopkins,https://pro.imdb.com/title/tt0110322
3829266,/title/tt3829266/?ref_=bo_cso_table_44,"1,060",The Predator,"$160,542,134","$51,024,708",31.8%,"$109,517,426",68.2%,2018,"$24,632,284",R,42,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Twentieth Century Fox,Shane Black,Boyd Holbrook,Trevante Rhodes,https://pro.imdb.com/title/tt3829266
0274166,/title/tt0274166/?ref_=bo_cso_table_45,"1,061",Johnny English,"$160,466,000","$28,082,366",17.5%,"$132,383,634",82.5%,2003,"$9,134,085",PG,56,"Action
    
        Adventure
    
        Comedy",Universal Pictures,Peter Howitt,Rowan Atkinson,John Malkovich,https://pro.imdb.com/title/tt0274166
5027774,/title/tt5027774/?ref_=bo_cso_table_46,"1,062","Three Billboards Outside Ebbing, Missouri","$160,192,031","$54,513,740",34%,"$105,678,291",66%,2017,"$322,168",R,66,"Comedy
    
        Crime
    
        Drama",Fox Searchlight Pictures,Martin McDonagh,Frances McDormand,Woody Harrelson,https://pro.imdb.com/title/tt5027774
0098621,/title/tt0098621/?ref_=bo_cso_table_47,"1,063",The War of the Roses,"$160,188,546","$86,888,546",54.2%,"$73,300,000",45.8%,1989,"$9,488,794",,0,"Comedy
    
        Romance",Twentieth Century Fox,Danny DeVito,Michael Douglas,Kathleen Turner,https://pro.imdb.com/title/tt0098621
1496025,/title/tt1496025/?ref_=bo_cso_table_48,"1,064",Underworld Awakening,"$160,112,671","$62,321,039",38.9%,"$97,791,632",61.1%,2012,"$25,306,725",R,50,"Action
    
        Fantasy
    
        Horror",Screen Gems,Måns Mårlind,Kate Beckinsale,Michael Ealy,https://pro.imdb.com/title/tt1496025
0325703,/title/tt0325703/?ref_=bo_cso_table_49,"1,065",Lara Croft Tomb Raider: The Cradle of Life,"$160,099,222","$65,660,196",41%,"$94,439,026",59%,2003,"$21,783,641",PG-13,55,"Action
    
        Adventure
    
        Fantasy",Paramount Pictures,Jan de Bont,Angelina Jolie,Gerard Butler,https://pro.imdb.com/title/tt0325703
1634122,/title/tt1634122/?ref_=bo_cso_table_50,"1,066",Johnny English Reborn,"$160,078,586","$8,305,970",5.2%,"$151,772,616",94.8%,2011,"$3,833,300",PG,55,"Action
    
        Adventure
    
        Comedy
    
        Crime",Universal Pictures,Oliver Parker,Rowan Atkinson,Rosamund Pike,https://pro.imdb.com/title/tt1634122
0103644,/title/tt0103644/?ref_=bo_cso_table_51,"1,067",Alien 3,"$159,814,498","$55,473,545",34.7%,"$104,340,953",65.3%,1992,"$19,449,867",R,51,"Action
    
        Horror
    
        Sci-Fi",Twentieth Century Fox,David Fincher,Sigourney Weaver,Charles S. Dutton,https://pro.imdb.com/title/tt0103644
0477051,/title/tt0477051/?ref_=bo_cso_table_52,"1,068",Norbit,"$159,814,490","$95,673,607",59.9%,"$64,140,883",40.1%,2007,"$34,195,434",PG-13,63,"Comedy
    
        Romance",DreamWorks,Brian Robbins,Eddie Murphy,Thandie Newton,https://pro.imdb.com/title/tt0477051
0478087,/title/tt0478087/?ref_=bo_cso_table_53,"1,069",21,"$159,808,370","$81,159,365",50.8%,"$78,649,005",49.2%,2008,"$24,105,943",PG-13,74,"Crime
    
        Drama
    
        History
    
        Thriller",Sony Pictures Entertainment (SPE),Robert Luketic,Jim Sturgess,Kate Bosworth,https://pro.imdb.com/title/tt0478087
