id,URL,Rank,Title,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,domestic_opening_gross,rating,foreign_market_count,genres,distributor,director,actor_1,actor_2,IMDB_link
4154796,/title/tt4154796/?ref_=bo_cso_table_1,1,Avengers: Endgame,"$2,797,800,564","$858,373,000",30.7%,"$1,939,427,564",69.3%,2019,"$357,115,007",PG-13,56,"Action
    
        Adventure
    
        Drama
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Anthony Russo,Robert Downey Jr.,Chris Evans,https://pro.imdb.com/title/tt4154796
0499549,/title/tt0499549/?ref_=bo_cso_table_2,2,Avatar,"$2,790,439,092","$760,507,625",27.2%,"$2,029,931,467",72.8%,2009,"$77,025,481",PG-13,77,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Twentieth Century Fox,James Cameron,Sam Worthington,Zoe Saldana,https://pro.imdb.com/title/tt0499549
0120338,/title/tt0120338/?ref_=bo_cso_table_3,3,Titanic,"$2,195,169,869","$659,363,944",30%,"$1,535,805,925",70%,1997,"$28,638,131",PG-13,67,"Drama
    
        Romance",Paramount Pictures,James Cameron,Leonardo DiCaprio,Kate Winslet,https://pro.imdb.com/title/tt0120338
2488496,/title/tt2488496/?ref_=bo_cso_table_4,4,Star Wars: Episode VII - The Force Awakens,"$2,068,224,036","$936,662,225",45.3%,"$1,131,561,811",54.7%,2015,"$247,966,675",PG-13,62,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,J.J. Abrams,Daisy Ridley,John Boyega,https://pro.imdb.com/title/tt2488496
4154756,/title/tt4154756/?ref_=bo_cso_table_5,5,Avengers: Infinity War,"$2,048,359,754","$678,815,482",33.1%,"$1,369,544,272",66.9%,2018,"$257,698,183",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Anthony Russo,Robert Downey Jr.,Chris Hemsworth,https://pro.imdb.com/title/tt4154756
0369610,/title/tt0369610/?ref_=bo_cso_table_6,6,Jurassic World,"$1,670,401,444","$652,270,625",39%,"$1,018,130,819",61%,2015,"$208,806,270",PG-13,66,"Action
    
        Adventure
    
        Sci-Fi",Universal Pictures,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,https://pro.imdb.com/title/tt0369610
6105098,/title/tt6105098/?ref_=bo_cso_table_7,7,The Lion King,"$1,656,963,790","$543,638,043",32.8%,"$1,113,325,747",67.2%,2019,"$191,770,759",PG,56,"Adventure
    
        Animation
    
        Drama
    
        Family
    
        Musical",Walt Disney Studios Motion Pictures,Jon Favreau,Donald Glover,Beyoncé,https://pro.imdb.com/title/tt6105098
0848228,/title/tt0848228/?ref_=bo_cso_table_8,8,The Avengers,"$1,518,815,515","$623,357,910",41%,"$895,457,605",59%,2012,"$207,438,708",PG-13,60,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Joss Whedon,Robert Downey Jr.,Chris Evans,https://pro.imdb.com/title/tt0848228
2820852,/title/tt2820852/?ref_=bo_cso_table_9,9,Furious 7,"$1,515,048,151","$353,007,020",23.3%,"$1,162,041,131",76.7%,2015,"$147,187,040",PG-13,68,"Action
    
        Adventure
    
        Thriller",Universal Pictures,James Wan,Vin Diesel,Paul Walker,https://pro.imdb.com/title/tt2820852
4520988,/title/tt4520988/?ref_=bo_cso_table_10,10,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%,2019,"$130,263,358",PG,54,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",Walt Disney Studios Motion Pictures,Chris Buck,Kristen Bell,Idina Menzel,https://pro.imdb.com/title/tt4520988
2395427,/title/tt2395427/?ref_=bo_cso_table_11,11,Avengers: Age of Ultron,"$1,402,809,540","$459,005,868",32.7%,"$943,803,672",67.3%,2015,"$191,271,109",PG-13,66,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Joss Whedon,Robert Downey Jr.,Chris Evans,https://pro.imdb.com/title/tt2395427
1825683,/title/tt1825683/?ref_=bo_cso_table_12,12,Black Panther,"$1,347,426,487","$700,426,566",52%,"$646,999,921",48%,2018,"$202,003,951",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,https://pro.imdb.com/title/tt1825683
1201607,/title/tt1201607/?ref_=bo_cso_table_13,13,Harry Potter and the Deathly Hallows: Part 2,"$1,342,192,833","$381,409,310",28.4%,"$960,783,523",71.6%,2011,"$169,189,427",PG-13,60,"Adventure
    
        Drama
    
        Fantasy
    
        Mystery",Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt1201607
2527336,/title/tt2527336/?ref_=bo_cso_table_14,14,Star Wars: Episode VIII - The Last Jedi,"$1,332,540,187","$620,181,382",46.5%,"$712,358,805",53.5%,2017,"$220,009,584",PG-13,52,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Rian Johnson,Daisy Ridley,John Boyega,https://pro.imdb.com/title/tt2527336
4881806,/title/tt4881806/?ref_=bo_cso_table_15,15,Jurassic World: Fallen Kingdom,"$1,308,484,847","$417,719,760",31.9%,"$890,765,087",68.1%,2018,"$148,024,610",PG-13,66,"Action
    
        Adventure
    
        Sci-Fi",Universal Pictures,J.A. Bayona,Chris Pratt,Bryce Dallas Howard,https://pro.imdb.com/title/tt4881806
2294629,/title/tt2294629/?ref_=bo_cso_table_16,16,Frozen,"$1,280,803,377","$400,738,009",31.3%,"$880,065,368",68.7%,2013,"$243,390",PG,56,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical",Walt Disney Studios Motion Pictures,Chris Buck,Kristen Bell,Idina Menzel,https://pro.imdb.com/title/tt2294629
2771200,/title/tt2771200/?ref_=bo_cso_table_17,17,Beauty and the Beast,"$1,264,064,386","$504,481,165",39.9%,"$759,583,221",60.1%,2017,"$174,750,616",PG,52,"Family
    
        Fantasy
    
        Musical
    
        Romance",Walt Disney Studios Motion Pictures,Bill Condon,Emma Watson,Dan Stevens,https://pro.imdb.com/title/tt2771200
3606756,/title/tt3606756/?ref_=bo_cso_table_18,18,Incredibles 2,"$1,242,805,359","$608,581,744",49%,"$634,223,615",51%,2018,"$182,687,905",PG,53,"Action
    
        Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Brad Bird,Craig T. Nelson,Holly Hunter,https://pro.imdb.com/title/tt3606756
4630562,/title/tt4630562/?ref_=bo_cso_table_19,19,The Fate of the Furious,"$1,236,005,118","$226,008,385",18.3%,"$1,009,996,733",81.7%,2017,"$98,786,705",PG-13,65,"Action
    
        Adventure
    
        Crime
    
        Thriller",Universal Pictures,F. Gary Gray,Vin Diesel,Jason Statham,https://pro.imdb.com/title/tt4630562
1300854,/title/tt1300854/?ref_=bo_cso_table_20,20,Iron Man 3,"$1,214,811,252","$409,013,994",33.7%,"$805,797,258",66.3%,2013,"$174,144,585",PG-13,54,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Shane Black,Robert Downey Jr.,Guy Pearce,https://pro.imdb.com/title/tt1300854
2293640,/title/tt2293640/?ref_=bo_cso_table_21,21,Minions,"$1,159,444,662","$336,045,770",29%,"$823,398,892",71%,2015,"$115,718,405",PG,67,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi",Universal Pictures,Kyle Balda,Sandra Bullock,Jon Hamm,https://pro.imdb.com/title/tt2293640
3498820,/title/tt3498820/?ref_=bo_cso_table_22,22,Captain America: Civil War,"$1,153,332,120","$408,084,349",35.4%,"$745,247,771",64.6%,2016,"$179,139,142",PG-13,48,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Anthony Russo,Chris Evans,Robert Downey Jr.,https://pro.imdb.com/title/tt3498820
1477834,/title/tt1477834/?ref_=bo_cso_table_23,23,Aquaman,"$1,148,485,886","$335,061,807",29.2%,"$813,424,079",70.8%,2018,"$67,873,522",PG-13,47,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Warner Bros.,James Wan,Jason Momoa,Amber Heard,https://pro.imdb.com/title/tt1477834
0167260,/title/tt0167260/?ref_=bo_cso_table_24,24,The Lord of the Rings: The Return of the King,"$1,142,270,989","$377,845,905",33.1%,"$764,425,084",66.9%,2003,"$72,629,713",PG-13,67,"Action
    
        Adventure
    
        Drama
    
        Fantasy",New Line Cinema,Peter Jackson,Elijah Wood,Viggo Mortensen,https://pro.imdb.com/title/tt0167260
6320628,/title/tt6320628/?ref_=bo_cso_table_25,25,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019,"$92,579,212",PG-13,75,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Jon Watts,Tom Holland,Samuel L. Jackson,https://pro.imdb.com/title/tt6320628
4154664,/title/tt4154664/?ref_=bo_cso_table_26,26,Captain Marvel,"$1,128,276,090","$426,829,839",37.8%,"$701,446,251",62.2%,2019,"$153,433,423",PG-13,56,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Anna Boden,Brie Larson,Samuel L. Jackson,https://pro.imdb.com/title/tt4154664
1399103,/title/tt1399103/?ref_=bo_cso_table_27,27,Transformers: Dark of the Moon,"$1,123,794,079","$352,390,543",31.4%,"$771,403,536",68.6%,2011,"$97,852,865",PG-13,65,"Action
    
        Adventure
    
        Sci-Fi",DreamWorks,Michael Bay,Shia LaBeouf,Rosie Huntington-Whiteley,https://pro.imdb.com/title/tt1399103
1074638,/title/tt1074638/?ref_=bo_cso_table_28,28,Skyfall,"$1,108,561,013","$304,360,277",27.5%,"$804,200,736",72.5%,2012,"$88,364,714",PG-13,57,"Action
    
        Adventure
    
        Thriller",Sony Pictures Entertainment (SPE),Sam Mendes,Daniel Craig,Javier Bardem,https://pro.imdb.com/title/tt1074638
2109248,/title/tt2109248/?ref_=bo_cso_table_29,29,Transformers: Age of Extinction,"$1,104,054,072","$245,439,076",22.2%,"$858,614,996",77.8%,2014,"$100,038,390",PG-13,55,"Action
    
        Adventure
    
        Sci-Fi",Paramount Pictures,Michael Bay,Mark Wahlberg,Nicola Peltz,https://pro.imdb.com/title/tt2109248
1345836,/title/tt1345836/?ref_=bo_cso_table_30,30,The Dark Knight Rises,"$1,081,140,725","$448,139,099",41.4%,"$633,001,626",58.6%,2012,"$160,887,295",PG-13,56,"Action
    
        Adventure",Warner Bros.,Christopher Nolan,Christian Bale,Tom Hardy,https://pro.imdb.com/title/tt1345836
7286456,/title/tt7286456/?ref_=bo_cso_table_31,31,Joker,"$1,074,251,311","$335,451,311",31.2%,"$738,800,000",68.8%,2019,"$96,202,337",R,43,"Crime
    
        Drama
    
        Thriller",Warner Bros.,Todd Phillips,Joaquin Phoenix,Robert De Niro,https://pro.imdb.com/title/tt7286456
2527338,/title/tt2527338/?ref_=bo_cso_table_32,32,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%,2019,"$177,383,864",PG-13,53,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,J.J. Abrams,Daisy Ridley,John Boyega,https://pro.imdb.com/title/tt2527338
1979376,/title/tt1979376/?ref_=bo_cso_table_33,33,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%,2019,"$120,908,065",G,55,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Josh Cooley,Tom Hanks,Tim Allen,https://pro.imdb.com/title/tt1979376
0435761,/title/tt0435761/?ref_=bo_cso_table_34,34,Toy Story 3,"$1,066,969,703","$415,004,880",38.9%,"$651,964,823",61.1%,2010,"$110,307,189",,59,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Lee Unkrich,Tom Hanks,Tim Allen,https://pro.imdb.com/title/tt0435761
0383574,/title/tt0383574/?ref_=bo_cso_table_35,35,Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,747","$423,315,812",39.7%,"$642,863,935",60.3%,2006,"$135,634,554",PG-13,44,"Action
    
        Adventure
    
        Fantasy",Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,https://pro.imdb.com/title/tt0383574
3748528,/title/tt3748528/?ref_=bo_cso_table_36,36,Rogue One: A Star Wars Story,"$1,056,057,720","$532,177,324",50.4%,"$523,880,396",49.6%,2016,"$155,081,681",PG-13,53,"Action
    
        Adventure
    
        Sci-Fi",Walt Disney Studios Motion Pictures,Gareth Edwards,Felicity Jones,Diego Luna,https://pro.imdb.com/title/tt3748528
6139732,/title/tt6139732/?ref_=bo_cso_table_37,37,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%,2019,"$91,500,929",PG,55,"Adventure
    
        Family
    
        Fantasy
    
        Musical
    
        Romance",Walt Disney Studios Motion Pictures,Guy Ritchie,Will Smith,Mena Massoud,https://pro.imdb.com/title/tt6139732
1298650,/title/tt1298650/?ref_=bo_cso_table_38,38,Pirates of the Caribbean: On Stranger Tides,"$1,045,713,802","$241,071,802",23%,"$804,642,000",77%,2011,"$90,151,958",PG-13,75,"Action
    
        Adventure
    
        Fantasy",Walt Disney Studios Motion Pictures,Rob Marshall,Johnny Depp,Penélope Cruz,https://pro.imdb.com/title/tt1298650
3469046,/title/tt3469046/?ref_=bo_cso_table_39,39,Despicable Me 3,"$1,034,800,131","$264,624,300",25.6%,"$770,175,831",74.4%,2017,"$72,434,025",PG,67,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",Universal Pictures,Kyle Balda,Steve Carell,Kristen Wiig,https://pro.imdb.com/title/tt3469046
0107290,/title/tt0107290/?ref_=bo_cso_table_40,40,Jurassic Park,"$1,033,917,066","$404,214,720",39.1%,"$629,702,346",60.9%,1993,"$47,026,828",PG-13,52,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller",Universal Pictures,Steven Spielberg,Sam Neill,Laura Dern,https://pro.imdb.com/title/tt0107290
2277860,/title/tt2277860/?ref_=bo_cso_table_41,41,Finding Dory,"$1,028,570,889","$486,295,561",47.3%,"$542,275,328",52.7%,2016,"$135,060,273",PG,51,"Adventure
    
        Animation
    
        Comedy
    
        Family",Walt Disney Studios Motion Pictures,Andrew Stanton,Ellen DeGeneres,Albert Brooks,https://pro.imdb.com/title/tt2277860
0120915,/title/tt0120915/?ref_=bo_cso_table_42,42,Star Wars: Episode I - The Phantom Menace,"$1,027,082,707","$474,544,677",46.2%,"$552,538,030",53.8%,1999,"$64,820,970",PG,67,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Twentieth Century Fox,George Lucas,Ewan McGregor,Liam Neeson,https://pro.imdb.com/title/tt0120915
0109830,/title/tt0109830/?ref_=bo_cso_table_43,43,Forrest Gump,"$1,025,920,021","$330,455,270",32.2%,"$695,464,751",67.8%,1994,"$24,450,602",PG-13,Do,"Drama
    
        Romance",Paramount Pictures,Robert Zemeckis,Tom Hanks,Robin Wright,https://pro.imdb.com/title/tt0109830
1014759,/title/tt1014759/?ref_=bo_cso_table_44,44,Alice in Wonderland,"$1,025,467,803","$334,191,110",32.6%,"$691,276,693",67.4%,2010,"$116,101,023",PG,60,"Adventure
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Tim Burton,Mia Wasikowska,Johnny Depp,https://pro.imdb.com/title/tt1014759
2948356,/title/tt2948356/?ref_=bo_cso_table_45,45,Zootopia,"$1,023,791,495","$341,268,248",33.3%,"$682,523,247",66.7%,2016,"$75,063,401",PG,60,"Adventure
    
        Animation
    
        Comedy
    
        Crime
    
        Family
    
        Mystery",Walt Disney Studios Motion Pictures,Byron Howard,Ginnifer Goodwin,Jason Bateman,https://pro.imdb.com/title/tt2948356
0903624,/title/tt0903624/?ref_=bo_cso_table_46,46,The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568",29.8%,"$714,000,000",70.2%,2012,"$84,617,303",PG-13,56,"Adventure
    
        Fantasy",Warner Bros.,Peter Jackson,Martin Freeman,Ian McKellen,https://pro.imdb.com/title/tt0903624
0468569,/title/tt0468569/?ref_=bo_cso_table_47,47,The Dark Knight,"$1,005,455,497","$535,234,033",53.2%,"$470,221,464",46.8%,2008,"$158,411,483",PG-13,63,"Action
    
        Crime
    
        Drama
    
        Thriller",Warner Bros.,Christopher Nolan,Christian Bale,Heath Ledger,https://pro.imdb.com/title/tt0468569
0241527,/title/tt0241527/?ref_=bo_cso_table_48,48,Harry Potter and the Sorcerer's Stone,"$1,002,889,769","$318,087,620",31.7%,"$684,802,149",68.3%,2001,"$90,294,621",PG,22,"Adventure
    
        Family
    
        Fantasy",Warner Bros.,Chris Columbus,Daniel Radcliffe,Rupert Grint,https://pro.imdb.com/title/tt0241527
0926084,/title/tt0926084/?ref_=bo_cso_table_49,49,Harry Potter and the Deathly Hallows: Part 1,"$976,965,590","$296,347,721",30.3%,"$680,617,869",69.7%,2010,"$125,017,372",PG-13,69,"Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt0926084
1690953,/title/tt1690953/?ref_=bo_cso_table_50,50,Despicable Me 2,"$970,766,005","$368,065,385",37.9%,"$602,700,620",62.1%,2013,"$83,517,315",PG,55,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi",Universal Pictures,Pierre Coffin,Steve Carell,Kristen Wiig,https://pro.imdb.com/title/tt1690953
0110357,/title/tt0110357/?ref_=bo_cso_table_51,51,The Lion King,"$968,511,805","$422,783,777",43.6%,"$545,728,028",56.4%,1994,"$1,586,753",G,7 ,"Adventure
    
        Animation
    
        Drama
    
        Family
    
        Musical",Walt Disney Studios Motion Pictures,Roger Allers,Matthew Broderick,Jeremy Irons,https://pro.imdb.com/title/tt0110357
3040964,/title/tt3040964/?ref_=bo_cso_table_52,52,The Jungle Book,"$966,552,003","$364,001,123",37.7%,"$602,550,880",62.3%,2016,"$103,261,464",PG,60,"Adventure
    
        Drama
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Jon Favreau,Neel Sethi,Bill Murray,https://pro.imdb.com/title/tt3040964
2283362,/title/tt2283362/?ref_=bo_cso_table_53,53,Jumanji: Welcome to the Jungle,"$962,102,237","$404,540,171",42%,"$557,562,066",58%,2017,"$36,169,328",PG-13,76,"Action
    
        Adventure
    
        Comedy
    
        Fantasy",Sony Pictures Entertainment (SPE),Jake Kasdan,Dwayne Johnson,Karen Gillan,https://pro.imdb.com/title/tt2283362
0449088,/title/tt0449088/?ref_=bo_cso_table_54,54,Pirates of the Caribbean: At World's End,"$960,996,492","$309,420,425",32.2%,"$651,576,067",67.8%,2007,"$114,732,820",PG-13,62,"Action
    
        Adventure
    
        Fantasy",Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,https://pro.imdb.com/title/tt0449088
1170358,/title/tt1170358/?ref_=bo_cso_table_55,55,The Hobbit: The Desolation of Smaug,"$958,366,855","$258,366,855",27%,"$700,000,000",73%,2013,"$73,645,197",PG-13,54,"Adventure
    
        Fantasy",Warner Bros.,Peter Jackson,Ian McKellen,Martin Freeman,https://pro.imdb.com/title/tt1170358
2310332,/title/tt2310332/?ref_=bo_cso_table_56,56,The Hobbit: The Battle of the Five Armies,"$956,019,788","$255,119,788",26.7%,"$700,900,000",73.3%,2014,"$54,724,334",PG-13,50,"Adventure
    
        Fantasy",Warner Bros.,Peter Jackson,Ian McKellen,Martin Freeman,https://pro.imdb.com/title/tt2310332
0167261,/title/tt0167261/?ref_=bo_cso_table_57,57,The Lord of the Rings: The Two Towers,"$943,282,270","$342,551,365",36.3%,"$600,730,905",63.7%,2002,"$62,007,528",PG-13,66,"Action
    
        Adventure
    
        Drama
    
        Fantasy",New Line Cinema,Peter Jackson,Elijah Wood,Ian McKellen,https://pro.imdb.com/title/tt0167261
0373889,/title/tt0373889/?ref_=bo_cso_table_58,58,Harry Potter and the Order of the Phoenix,"$942,142,943","$292,353,413",31%,"$649,789,530",69%,2007,"$77,108,414",PG-13,63,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt0373889
0266543,/title/tt0266543/?ref_=bo_cso_table_59,59,Finding Nemo,"$940,350,194","$380,843,261",40.5%,"$559,506,933",59.5%,2003,"$70,251,710",,29,"Adventure
    
        Animation
    
        Comedy
    
        Family",Walt Disney Studios Motion Pictures,Andrew Stanton,Albert Brooks,Ellen DeGeneres,https://pro.imdb.com/title/tt0266543
0417741,/title/tt0417741/?ref_=bo_cso_table_60,60,Harry Potter and the Half-Blood Prince,"$934,419,775","$302,305,431",32.4%,"$632,114,344",67.6%,2009,"$77,835,727",PG,63,"Action
    
        Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt0417741
0298148,/title/tt0298148/?ref_=bo_cso_table_61,61,Shrek 2,"$928,760,770","$441,226,247",47.5%,"$487,534,523",52.5%,2004,"$108,037,878",PG,62,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Romance",DreamWorks Distribution,Andrew Adamson,Mike Myers,Eddie Murphy,https://pro.imdb.com/title/tt0298148
1727824,/title/tt1727824/?ref_=bo_cso_table_62,62,Bohemian Rhapsody,"$903,963,178","$216,668,042",24%,"$687,295,136",76%,2018,"$51,061,119",PG-13,51,"Biography
    
        Drama
    
        Music",Twentieth Century Fox,Bryan Singer,Rami Malek,Lucy Boynton,https://pro.imdb.com/title/tt1727824
0330373,/title/tt0330373/?ref_=bo_cso_table_63,63,Harry Potter and the Goblet of Fire,"$896,402,129","$290,417,905",32.4%,"$605,984,224",67.6%,2005,"$102,685,961",PG-13,45,"Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,Mike Newell,Daniel Radcliffe,Emma Watson,https://pro.imdb.com/title/tt0330373
0413300,/title/tt0413300/?ref_=bo_cso_table_64,64,Spider-Man 3,"$894,983,373","$336,530,303",37.6%,"$558,453,070",62.4%,2007,"$151,116,516",PG-13,80,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,https://pro.imdb.com/title/tt0413300
0120737,/title/tt0120737/?ref_=bo_cso_table_65,65,The Lord of the Rings: The Fellowship of the Ring,"$887,934,994","$315,544,750",35.5%,"$572,390,244",64.5%,2001,"$47,211,490",PG-13,65,"Action
    
        Adventure
    
        Drama
    
        Fantasy",New Line Cinema,Peter Jackson,Elijah Wood,Ian McKellen,https://pro.imdb.com/title/tt0120737
1080016,/title/tt1080016/?ref_=bo_cso_table_66,66,Ice Age: Dawn of the Dinosaurs,"$886,686,817","$196,573,705",22.2%,"$690,113,112",77.8%,2009,"$41,690,382",PG,65,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Twentieth Century Fox,Carlos Saldanha,Ray Romano,John Leguizamo,https://pro.imdb.com/title/tt1080016
2379713,/title/tt2379713/?ref_=bo_cso_table_67,67,Spectre,"$880,674,609","$200,074,609",22.7%,"$680,600,000",77.3%,2015,"$70,403,148",PG-13,65,"Action
    
        Adventure
    
        Thriller",Sony Pictures Entertainment (SPE),Sam Mendes,Daniel Craig,Christoph Waltz,https://pro.imdb.com/title/tt2379713
2250912,/title/tt2250912/?ref_=bo_cso_table_68,68,Spider-Man: Homecoming,"$880,166,924","$334,201,140",38%,"$545,965,784",62%,2017,"$117,027,503",PG-13,74,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Jon Watts,Tom Holland,Michael Keaton,https://pro.imdb.com/title/tt2250912
0295297,/title/tt0295297/?ref_=bo_cso_table_69,69,Harry Potter and the Chamber of Secrets,"$879,570,918","$262,450,136",29.8%,"$617,120,782",70.2%,2002,"$88,357,488",PG,30,"Adventure
    
        Family
    
        Fantasy
    
        Mystery",Warner Bros.,Chris Columbus,Daniel Radcliffe,Rupert Grint,https://pro.imdb.com/title/tt0295297
1667889,/title/tt1667889/?ref_=bo_cso_table_70,70,Ice Age: Continental Drift,"$877,244,782","$161,321,843",18.4%,"$715,922,939",81.6%,2012,"$46,629,259",PG,55,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy",Twentieth Century Fox,Steve Martino,Ray Romano,Denis Leary,https://pro.imdb.com/title/tt1667889
2709768,/title/tt2709768/?ref_=bo_cso_table_71,71,The Secret Life of Pets,"$875,457,937","$368,384,330",42.1%,"$507,073,607",57.9%,2016,"$104,352,905",PG,63,"Adventure
    
        Animation
    
        Comedy
    
        Family",Universal Pictures,Chris Renaud,Louis C.K.,Eric Stonestreet,https://pro.imdb.com/title/tt2709768
2975590,/title/tt2975590/?ref_=bo_cso_table_72,72,Batman v Superman: Dawn of Justice,"$873,637,528","$330,360,194",37.8%,"$543,277,334",62.2%,2016,"$166,007,347",PG-13,64,"Action
    
        Adventure
    
        Sci-Fi",Warner Bros.,Zack Snyder,Ben Affleck,Henry Cavill,https://pro.imdb.com/title/tt2975590
7131870,/title/tt7131870/?ref_=bo_cso_table_73,73,Wolf Warrior 2,"$870,325,439","$2,721,100",0.3%,"$867,604,339",99.7%,2017,"$219,022",,6,"Action
    
        Adventure
    
        Drama
    
        Thriller
    
        War",The H Collective,Jing Wu,Jing Wu,Frank Grillo,https://pro.imdb.com/title/tt7131870
0121766,/title/tt0121766/?ref_=bo_cso_table_74,74,Star Wars: Episode III - Revenge of the Sith,"$868,390,560","$380,270,577",43.8%,"$488,119,983",56.2%,2005,"$108,435,841",PG-13,67,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi",Twentieth Century Fox,George Lucas,Hayden Christensen,Natalie Portman,https://pro.imdb.com/title/tt0121766
1951264,/title/tt1951264/?ref_=bo_cso_table_75,75,The Hunger Games: Catching Fire,"$865,011,746","$424,668,047",49.1%,"$440,343,699",50.9%,2013,"$158,074,286",PG-13,53,"Action
    
        Adventure
    
        Mystery
    
        Sci-Fi
    
        Thriller",Lionsgate,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,https://pro.imdb.com/title/tt1951264
3896198,/title/tt3896198/?ref_=bo_cso_table_76,76,Guardians of the Galaxy Vol. 2,"$863,756,051","$389,813,101",45.1%,"$473,942,950",54.9%,2017,"$146,510,104",PG-13,52,"Action
    
        Adventure
    
        Comedy
    
        Sci-Fi",Walt Disney Studios Motion Pictures,James Gunn,Chris Pratt,Zoe Saldana,https://pro.imdb.com/title/tt3896198
2096673,/title/tt2096673/?ref_=bo_cso_table_77,77,Inside Out,"$858,071,350","$356,921,711",41.6%,"$501,149,639",58.4%,2015,"$90,440,272",PG,66,"Adventure
    
        Animation
    
        Comedy
    
        Drama
    
        Family
    
        Fantasy",Walt Disney Studios Motion Pictures,Pete Docter,Amy Poehler,Bill Hader,https://pro.imdb.com/title/tt2096673
1270797,/title/tt1270797/?ref_=bo_cso_table_78,78,Venom,"$856,085,151","$213,515,506",24.9%,"$642,569,645",75.1%,2018,"$80,255,756",PG-13,75,"Action
    
        Adventure
    
        Sci-Fi",Sony Pictures Entertainment (SPE),Ruben Fleischer,Tom Hardy,Michelle Williams,https://pro.imdb.com/title/tt1270797
