,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy
538,4972582,Split,"$138,291,365","$140,162,993","$40,010,975",PG-13,64,Universal Pictures,M. Night Shyamalan,James McAvoy,Anya Taylor-Joy,3,0,0,0,0,1,0,0,0,0,0
716,306047,Scary Movie 3,"$110,003,217","$110,670,000","$49,700,000",PG-13,26,Dimension Films,David Zucker,Anna Faris,Charlie Sheen,17,0,1,0,0,0,0,0,0,0,1
400,368891,National Treasure,"$173,008,894","$174,503,424","$35,142,554",PG,52,Walt Disney Studios Motion Pictures,Jon Turteltaub,Nicolas Cage,Diane Kruger,16,0,0,0,0,0,1,0,1,0,0
1073,2177771,The Monuments Men,"$78,031,620","$78,675,018","$22,003,433",PG-13,54,Sony Pictures Entertainment (SPE),George Clooney,George Clooney,Matt Damon,6,0,0,1,0,0,0,0,0,0,1
734,3281548,Little Women,"$108,101,214","$108,500,000","$16,755,310",PG,69,Sony Pictures Entertainment (SPE),Greta Gerwig,Saoirse Ronan,Emma Watson,1,1,0,1,0,0,0,0,0,0,0
1048,1634122,Johnny English Reborn,"$8,305,970","$151,772,616","$3,833,300",PG,55,Universal Pictures,Oliver Parker,Rowan Atkinson,Rosamund Pike,9,0,1,0,0,1,0,0,1,0,0
843,6398184,Downton Abbey,"$96,854,135","$96,966,620","$31,033,665",PG,55,Focus Features,Michael Engler,Stephen Campbell Moore,Michael Fox,1,1,0,0,0,0,0,0,0,0,0
1015,383216,The Pink Panther,"$82,226,474","$81,889,423","$20,220,412",PG,66,Sony Pictures Entertainment (SPE),Shawn Levy,Steve Martin,Kevin Kline,14,0,1,1,0,0,0,0,0,1,0
149,1228705,Iron Man 2,"$312,433,331","$311,500,000","$128,122,480",PG-13,66,Paramount Pictures,Jon Favreau,Robert Downey Jr.,Mickey Rourke,10,0,1,0,0,0,0,0,1,0,0
438,2279373,The SpongeBob Movie: Sponge Out of Water,"$162,994,032","$162,192,000","$55,365,012",PG,59,Paramount Pictures,Paul Tibbitt,Tom Kenny,Antonio Banderas,5,1,1,0,0,0,0,0,1,0,0
225,315327,Bruce Almighty,"$242,829,261","$241,763,613","$67,953,330",PG-13,26,Universal Pictures,Tom Shadyac,Jim Carrey,Jennifer Aniston,17,0,0,0,0,1,0,0,0,0,1
171,198781,"Monsters, Inc.","$289,916,256","$289,064,814","$62,577,067",G,20,Walt Disney Studios Motion Pictures,Pete Docter,Billy Crystal,John Goodman,19,0,0,0,0,0,1,0,0,1,0
781,1778304,Paranormal Activity 3,"$104,028,807","$103,011,037","$52,568,183",R,49,Paramount Pictures,Henry Joost,Chloe Csengery,Jessica Tyler Brown,9,0,1,0,0,0,0,0,0,0,0
1000,1193138,Up in the Air,"$83,823,381","$83,019,358","$1,181,450",R,58,Paramount Pictures,Jason Reitman,George Clooney,Vera Farmiga,11,1,0,0,0,0,0,0,0,0,1
624,1192628,Rango,"$123,477,607","$122,246,996","$38,079,323",PG,61,Paramount Pictures,Gore Verbinski,Johnny Depp,Isla Fisher,9,0,0,0,0,0,0,0,0,1,0
83,451279,Wonder Woman,"$412,563,408","$409,283,604","$103,251,471",PG-13,44,Warner Bros.,Patty Jenkins,Gal Gadot,Chris Pine,3,0,0,0,0,0,0,1,1,0,0
824,4575576,Christopher Robin,"$99,215,042","$98,529,335","$24,585,139",PG,51,Walt Disney Studios Motion Pictures,Marc Forster,Ewan McGregor,Hayley Atwell,2,1,0,0,0,0,1,0,0,0,1
1180,256380,Shallow Hal,"$70,839,203","$70,230,657","$22,518,295",PG-13,19,Twentieth Century Fox,Bobby Farrelly,Jack Black,Gwyneth Paltrow,19,0,0,0,1,0,0,0,0,0,1
902,277296,The Scorpion King,"$91,047,077","$89,583,830","$36,075,875",PG-13,50,Universal Pictures,Chuck Russell,Dwayne Johnson,Steven Brand,18,0,0,0,0,1,0,0,1,0,0
35,3748528,Rogue One: A Star Wars Story,"$532,177,324","$523,880,396","$155,081,681",PG-13,53,Walt Disney Studios Motion Pictures,Gareth Edwards,Felicity Jones,Diego Luna,4,0,1,0,0,0,1,0,1,0,0
1179,257106,Scary Movie 2,"$71,308,997","$69,911,681","$20,503,356",R,12,Miramax,Keenen Ivory Wayans,Anna Faris,Marlon Wayans,19,0,1,0,0,0,0,0,0,0,1
527,252866,American Pie 2,"$145,103,595","$142,450,000","$45,117,985",R,17,Universal Pictures,J.B. Rogers,Jason Biggs,Seann William Scott,19,0,1,0,0,1,0,0,0,0,1
1063,1051904,Goosebumps,"$80,080,379","$78,180,573","$23,618,556",PG,62,Sony Pictures Entertainment (SPE),Rob Letterman,Jack Black,Dylan Minnette,5,1,0,1,0,0,0,0,0,1,0
684,259324,Ghost Rider,"$115,802,596","$112,935,797","$45,388,836",PG-13,76,Sony Pictures Entertainment (SPE),Mark Steven Johnson,Nicolas Cage,Eva Mendes,13,0,0,1,0,0,0,0,1,0,0
552,172156,Bad Boys II,"$138,608,444","$134,731,112","$46,522,560",R,26,Sony Pictures Entertainment (SPE),Michael Bay,Will Smith,Martin Lawrence,17,0,1,1,0,0,0,0,1,0,0
335,4633694,Spider-Man: Into the Spider-Verse,"$190,241,310","$185,299,521","$35,363,376",PG,75,Sony Pictures Entertainment (SPE),Bob Persichetti,Shameik Moore,Jake Johnson,2,0,1,1,0,0,0,0,1,0,0
985,2096672,Dumb and Dumber To,"$86,208,010","$83,629,000","$36,111,775",PG-13,54,Universal Pictures,Bobby Farrelly,Jim Carrey,Jeff Daniels,6,0,1,0,0,1,0,0,0,0,1
1051,478087,21,"$81,159,365","$78,649,005","$24,105,943",PG-13,74,Sony Pictures Entertainment (SPE),Robert Luketic,Jim Sturgess,Kate Bosworth,12,1,0,1,0,0,0,0,0,0,0
570,800080,The Incredible Hulk,"$134,806,913","$129,964,083","$55,414,050",PG-13,70,Universal Pictures,Louis Leterrier,Edward Norton,Liv Tyler,12,0,0,0,0,1,0,0,1,0,0
919,362120,Scary Movie 4,"$90,710,620","$87,552,000","$40,222,875",PG-13,43,Dimension Films,David Zucker,Anna Faris,Regina Hall,14,0,1,0,0,0,0,0,0,0,1
246,376994,X-Men: The Last Stand,"$234,362,462","$226,072,829","$102,750,665",PG-13,71,Twentieth Century Fox,Brett Ratner,Patrick Stewart,Hugh Jackman,14,0,1,0,1,0,0,0,1,0,0
1102,471042,Tower Heist,"$78,046,570","$74,884,053","$24,025,190",PG-13,52,Universal Pictures,Brett Ratner,Eddie Murphy,Ben Stiller,9,0,0,0,0,1,0,0,1,0,0
735,817230,Valentine's Day,"$110,485,654","$106,000,000","$56,260,707",PG-13,58,Warner Bros.,Garry Marshall,Julia Roberts,Jamie Foxx,10,0,0,0,0,0,0,1,0,0,1
540,295701,xXx,"$142,109,382","$135,339,000","$44,506,103",PG-13,28,Revolution Studios,Rob Cohen,Vin Diesel,Asia Argento,18,0,0,0,0,0,0,0,1,0,0
260,440963,The Bourne Ultimatum,"$227,471,070","$216,628,965","$69,283,690",PG-13,68,Universal Pictures,Paul Greengrass,Matt Damon,Edgar Ramírez,13,1,1,0,0,1,0,0,1,0,0
314,348150,Superman Returns,"$200,081,192","$191,000,000","$52,535,096",PG-13,49,Warner Bros.,Bryan Singer,Brandon Routh,Kevin Spacey,14,0,0,0,0,0,0,1,1,0,0
639,844471,Cloudy with a Chance of Meatballs,"$124,870,275","$118,135,851","$30,304,648",PG,76,Sony Pictures Entertainment (SPE),Phil Lord,Anna Faris,Bill Hader,11,1,0,1,0,0,0,0,0,1,0
721,1230414,It's Complicated,"$112,735,375","$106,368,280","$22,100,820",R,59,Universal Pictures,Nancy Meyers,Meryl Streep,Steve Martin,11,0,0,0,0,1,0,0,0,0,1
325,366548,Happy Feet,"$198,000,317","$186,335,791","$41,533,432",PG,46,Warner Bros.,George Miller,Elijah Wood,Brittany Murphy,14,0,0,0,0,0,0,1,0,1,0
1031,2226417,Insidious: Chapter 2,"$83,586,447","$78,332,871","$40,272,103",PG-13,48,FilmDistrict,James Wan,Patrick Wilson,Rose Byrne,7,0,1,0,0,0,0,0,0,0,0
1156,404032,The Exorcism of Emily Rose,"$75,072,454","$70,094,350","$30,054,300",PG-13,72,Screen Gems,Scott Derrickson,Laura Linney,Tom Wilkinson,15,0,0,0,0,0,0,0,0,0,0
757,960731,Bedtime Stories,"$110,101,975","$102,772,889","$27,450,296",PG,60,Walt Disney Studios Motion Pictures,Adam Shankman,Adam Sandler,Keri Russell,12,0,0,0,0,0,1,0,0,0,1
451,1041829,The Proposal,"$163,958,031","$153,417,000","$33,627,598",PG-13,61,Walt Disney Studios Motion Pictures,Anne Fletcher,Sandra Bullock,Ryan Reynolds,11,0,0,0,0,0,1,0,0,0,1
614,298130,The Ring,"$129,128,133","$120,220,800","$15,015,393",PG-13,26,DreamWorks Distribution,Gore Verbinski,Naomi Watts,Martin Henderson,18,0,0,0,0,0,0,0,0,0,0
981,335438,Starsky & Hutch,"$88,237,754","$82,030,996","$28,103,367",PG-13,41,Warner Bros.,Todd Phillips,Ben Stiller,Owen Wilson,16,1,0,0,0,0,0,1,0,0,1
1170,385880,Monster House,"$73,661,010","$68,200,233","$22,217,226",PG,74,Sony Pictures Entertainment (SPE),Gil Kenan,Mitchel Musso,Sam Lerner,14,0,0,1,0,0,0,0,0,0,0
645,3263904,Sully,"$125,070,033","$115,727,590","$35,028,301",PG-13,41,Warner Bros.,Clint Eastwood,Tom Hanks,Aaron Eckhart,4,0,0,0,0,0,0,1,0,0,0
11,1825683,Black Panther,"$700,426,566","$646,999,921","$202,003,951",PG-13,54,Walt Disney Studios Motion Pictures,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,2,0,0,0,0,0,1,0,1,0,0
329,892782,Monsters vs. Aliens,"$198,351,526","$183,158,344","$59,321,095",PG,67,DreamWorks,Rob Letterman,Reese Witherspoon,Rainn Wilson,11,0,0,0,0,0,0,0,1,0,0
700,1950186,Ford v Ferrari,"$117,624,357","$107,883,853","$31,474,958",PG-13,49,Twentieth Century Fox,James Mangold,Matt Damon,Christian Bale,1,0,0,0,1,0,0,0,1,0,0
521,1840309,Divergent,"$150,947,895","$137,937,923","$54,607,747",PG-13,53,Lionsgate,Neil Burger,Shailene Woodley,Theo James,6,1,0,0,0,0,0,0,1,0,0
433,6146586,John Wick: Chapter 3 - Parabellum,"$171,015,687","$155,694,040","$56,818,067",R,75,Lionsgate,Chad Stahelski,Keanu Reeves,Halle Berry,1,0,1,0,0,0,0,0,1,0,0
915,1001508,He's Just Not That Into You,"$93,953,653","$84,912,505","$27,785,487",PG-13,60,Warner Bros.,Ken Kwapis,Ginnifer Goodwin,Jennifer Aniston,11,1,0,0,0,0,0,1,0,0,1
301,290334,X2: X-Men United,"$214,949,694","$192,761,855","$85,558,731",PG-13,63,Twentieth Century Fox,Bryan Singer,Patrick Stewart,Hugh Jackman,17,0,1,0,1,0,0,0,1,0,0
848,455944,The Equalizer,"$101,530,738","$90,800,000","$34,137,828",R,59,Sony Pictures Entertainment (SPE),Antoine Fuqua,Denzel Washington,Marton Csokas,6,1,0,1,0,0,0,0,1,0,0
621,2452042,The Peanuts Movie,"$130,178,411","$116,054,702","$44,213,073",G,60,Twentieth Century Fox,Steve Martino,Noah Schnapp,Bill Melendez,5,0,0,0,1,0,0,0,0,0,0
209,2709692,Dr. Seuss' the Grinch,"$270,620,950","$240,975,007","$67,572,855",PG,65,Universal Pictures,Yarrow Cheney,Benedict Cumberbatch,Cameron Seely,2,0,0,0,0,1,0,0,0,0,0
719,1133985,Green Lantern,"$116,601,172","$103,250,000","$53,174,303",PG-13,55,Warner Bros.,Martin Campbell,Ryan Reynolds,Blake Lively,9,0,0,0,0,0,0,1,1,0,0
1161,2788732,Pete's Dragon,"$76,233,151","$67,462,187","$21,514,095",PG,48,Walt Disney Studios Motion Pictures,David Lowery,Bryce Dallas Howard,Robert Redford,4,0,0,0,0,0,1,0,1,0,0
1086,187738,Blade II,"$82,348,319","$72,661,713","$32,528,016",R,54,New Line Cinema,Guillermo del Toro,Wesley Snipes,Kris Kristofferson,18,0,0,0,0,0,0,0,1,0,0
46,468569,The Dark Knight,"$535,234,033","$470,221,464","$158,411,483",PG-13,63,Warner Bros.,Christopher Nolan,Christian Bale,Heath Ledger,12,0,1,0,0,0,0,1,1,0,0
472,454921,The Pursuit of Happyness,"$163,566,459","$143,561,166","$26,541,709",PG-13,75,Sony Pictures Entertainment (SPE),Gabriele Muccino,Will Smith,Thandie Newton,14,0,0,1,0,0,0,0,0,0,0
944,825232,The Bucket List,"$93,466,502","$81,906,000","$335,837",PG-13,59,Warner Bros.,Rob Reiner,Jack Nicholson,Morgan Freeman,13,0,0,0,0,0,0,1,0,0,1
203,290002,Meet the Fockers,"$279,261,160","$243,396,776","$46,120,980",PG-13,62,Universal Pictures,Jay Roach,Ben Stiller,Robert De Niro,16,0,1,0,0,1,0,0,0,0,1
553,275847,Lilo & Stitch,"$145,794,338","$127,349,813","$35,260,212",PG,26,Walt Disney Studios Motion Pictures,Dean DeBlois,Daveigh Chase,Chris Sanders,18,0,0,0,0,0,1,0,0,1,0
1083,369735,Monster-in-Law,"$82,931,301","$72,526,026","$24,000,000",PG-13,54,New Line Cinema,Robert Luketic,Jennifer Lopez,Michael Vartan,15,0,0,0,0,0,0,0,0,0,1
468,8946378,Knives Out,"$165,363,234","$143,869,563","$26,769,548",PG-13,77,Lionsgate,Rian Johnson,Daniel Craig,Chris Evans,1,0,0,0,0,0,0,0,0,0,1
973,4425200,John Wick: Chapter 2,"$92,029,184","$79,518,618","$30,436,123",R,65,Lionsgate,Chad Stahelski,Keanu Reeves,Riccardo Scamarcio,3,0,1,0,0,0,0,0,1,0,0
710,361596,Fahrenheit 9/11,"$119,194,771","$103,252,111","$23,920,637",R,38,Lionsgate,Michael Moore,Michael Moore,George W. Bush,16,0,0,0,0,0,0,0,0,0,0
853,3766354,The Equalizer 2,"$102,084,362","$88,315,795","$36,011,640",R,72,Sony Pictures Entertainment (SPE),Antoine Fuqua,Denzel Washington,Pedro Pascal,2,1,1,1,0,0,0,0,1,0,0
1005,1204342,The Muppets,"$88,631,237","$76,553,000","$29,239,026",PG,44,Walt Disney Studios Motion Pictures,James Bobin,Amy Adams,Jason Segel,9,1,1,0,0,0,1,0,0,1,0
658,322259,2 Fast 2 Furious,"$127,154,901","$109,195,760","$50,472,480",PG-13,56,Universal Pictures,John Singleton,Paul Walker,Tyrese Gibson,17,0,1,0,0,1,0,0,1,0,0
452,268978,A Beautiful Mind,"$170,742,341","$146,048,916","$367,151",PG-13,23,Universal Pictures,Ron Howard,Russell Crowe,Ed Harris,19,0,0,0,0,1,0,0,0,0,0
630,286716,Hulk,"$132,177,234","$113,107,931","$62,128,420",PG-13,56,Universal Pictures,Ang Lee,Eric Bana,Jennifer Connelly,17,0,0,0,0,1,0,0,1,0,0
791,369441,Fun with Dick and Jane,"$110,332,737","$94,349,162","$14,383,515",PG-13,71,Sony Pictures Entertainment (SPE),Dean Parisot,Jim Carrey,Téa Leoni,15,0,0,1,0,0,0,0,0,0,1
747,6343314,Creed II,"$115,715,889","$98,500,000","$35,574,710",PG-13,43,Metro-Goldwyn-Mayer (MGM),Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,2,0,1,0,0,0,0,0,0,0,0
620,2191701,Grown Ups 2,"$133,668,525","$113,315,753","$41,508,572",PG-13,52,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Kevin James,7,0,1,1,0,0,0,0,0,0,1
586,293564,Rush Hour 3,"$140,125,968","$117,971,154","$50,237,000",PG-13,65,New Line Cinema,Brett Ratner,Jackie Chan,Chris Tucker,13,0,1,0,0,0,0,0,1,0,0
312,3778644,Solo: A Star Wars Story,"$213,767,512","$179,157,295","$84,420,489",PG-13,52,Walt Disney Studios Motion Pictures,Ron Howard,Alden Ehrenreich,Woody Harrelson,2,0,1,0,0,0,1,0,1,0,0
167,371746,Iron Man,"$319,034,126","$266,762,121","$98,618,668",PG-13,69,Paramount Pictures,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,12,0,0,0,0,0,0,0,1,0,0
769,1136608,District 9,"$115,646,235","$95,242,715","$37,354,308",R,61,TriStar Pictures,Neill Blomkamp,Sharlto Copley,David James,11,0,0,0,0,0,0,0,1,0,0
221,126029,Shrek,"$267,665,011","$220,104,788","$42,347,760",PG,45,DreamWorks Distribution,Andrew Adamson,Mike Myers,Eddie Murphy,19,1,0,0,0,0,0,0,0,1,0
559,1205489,Gran Torino,"$148,095,302","$121,862,926","$271,720",R,58,Warner Bros.,Clint Eastwood,Clint Eastwood,Bee Vang,12,0,0,0,0,0,0,1,0,0,0
849,3513498,The LEGO Movie 2: The Second Part,"$105,806,508","$86,500,000","$34,115,335",PG,43,Warner Bros.,Mike Mitchell,Chris Pratt,Elizabeth Banks,1,0,1,0,0,0,0,1,0,1,0
239,1490017,The Lego Movie,"$257,760,692","$210,300,000","$69,050,279",PG,54,Warner Bros.,Christopher Miller,Chris Pratt,Will Ferrell,6,0,0,0,0,0,0,1,1,0,0
410,6644200,A Quiet Place,"$188,024,361","$152,924,808","$50,203,562",PG-13,57,Paramount Pictures,John Krasinski,Emily Blunt,John Krasinski,2,0,0,0,0,0,0,0,0,0,0
961,159365,Cold Mountain,"$95,636,509","$77,377,000","$14,500,000",R,28,Miramax,Anthony Minghella,Jude Law,Nicole Kidman,17,1,0,0,0,0,0,0,0,1,0
341,372784,Batman Begins,"$206,852,432","$166,807,709","$48,745,440",PG-13,43,Warner Bros.,Christopher Nolan,Christian Bale,Michael Caine,15,0,0,0,0,0,0,1,1,0,0
556,2004420,Neighbors,"$150,157,400","$120,507,734","$49,033,915",R,48,Universal Pictures,Nicholas Stoller,Seth Rogen,Rose Byrne,6,1,0,0,0,1,0,0,0,0,1
1085,2140479,The Accountant,"$86,260,045","$68,900,000","$24,710,273",R,40,Warner Bros.,Gavin O'Connor,Ben Affleck,Anna Kendrick,4,0,0,0,0,0,0,1,1,0,0
476,299658,Chicago,"$170,687,518","$136,089,214","$2,074,929",PG-13,23,Miramax,Rob Marshall,Renée Zellweger,Catherine Zeta-Jones,18,0,0,0,0,0,0,0,0,0,1
543,267913,Scooby-Doo,"$153,294,164","$122,356,539","$54,155,312",PG,27,Warner Bros.,Raja Gosnell,Matthew Lillard,Freddie Prinze Jr.,18,1,0,0,0,0,0,1,0,1,0
1131,413895,Charlotte's Web,"$82,985,708","$65,978,114","$11,457,353",G,58,Paramount Pictures,Gary Winick,Dakota Fanning,Julia Roberts,14,0,0,0,0,0,0,0,0,1,0
558,1723121,We're the Millers,"$150,394,119","$119,600,000","$26,419,396",R,50,Warner Bros.,Rawson Marshall Thurber,Jason Sudeikis,Jennifer Aniston,8,0,0,0,0,0,0,1,0,0,1
846,1179904,Paranormal Activity,"$107,918,810","$85,436,990","$77,873",R,49,Paramount Pictures,Oren Peli,Katie Featherston,Micah Sloat,11,0,0,0,0,0,0,0,0,0,0
300,286106,Signs,"$227,966,634","$180,281,283","$60,117,080",PG-13,25,Walt Disney Studios Motion Pictures,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,18,0,0,0,0,0,1,0,0,0,0
657,1045658,Silver Linings Playbook,"$132,092,958","$104,319,495","$443,003",R,47,The Weinstein Company,David O. Russell,Bradley Cooper,Jennifer Lawrence,8,1,0,0,0,0,0,0,0,0,1
773,1499658,Horrible Bosses,"$117,538,559","$92,300,000","$28,302,165",R,56,Warner Bros.,Seth Gordon,Jason Bateman,Charlie Day,9,0,0,0,0,0,0,1,0,0,1
594,822832,Marley & Me,"$143,153,751","$112,589,342","$36,357,586",PG,75,Twentieth Century Fox,David Frankel,Owen Wilson,Jennifer Aniston,12,1,0,0,1,0,0,0,0,0,1
683,1289401,Ghostbusters,"$128,350,574","$100,796,935","$46,018,755",PG-13,66,Sony Pictures Entertainment (SPE),Paul Feig,Melissa McCarthy,Kristen Wiig,4,0,1,1,0,0,0,0,1,0,0
768,339291,A Series of Unfortunate Events,"$118,634,549","$92,833,686","$30,061,756",PG,61,Paramount Pictures,Brad Silberling,Jim Carrey,Jude Law,16,0,0,0,0,0,0,0,0,1,0
462,4116284,The Lego Batman Movie,"$175,750,384","$136,200,000","$53,003,468",PG,41,Warner Bros.,Chris McKay,Will Arnett,Michael Cera,3,0,1,0,0,0,0,1,1,0,0
778,257076,S.W.A.T.,"$116,934,650","$90,790,989","$37,062,535",PG-13,24,Sony Pictures Entertainment (SPE),Clark Johnson,Samuel L. Jackson,Colin Farrell,17,1,0,1,0,0,0,0,1,0,0
1066,4160708,Don't Breathe,"$89,217,875","$68,612,612","$26,411,706",R,54,Screen Gems,Fede Alvarez,Stephen Lang,Jane Levy,4,0,0,0,0,0,0,0,0,0,0
834,942385,Tropic Thunder,"$110,515,313","$85,187,498","$25,812,796",R,65,DreamWorks,Ben Stiller,Ben Stiller,Jack Black,12,0,0,0,0,0,0,0,1,0,0
679,425061,Get Smart,"$130,319,208","$100,366,245","$38,683,480",PG-13,62,Warner Bros.,Peter Segal,Steve Carell,Anne Hathaway,12,1,0,0,0,0,0,1,1,0,0
876,4765284,Pitch Perfect 3,"$104,897,530","$80,502,815","$19,928,525",PG-13,45,Universal Pictures,Trish Sie,Anna Kendrick,Rebel Wilson,3,0,1,0,0,1,0,0,0,0,1
916,1059786,Eagle Eye,"$101,440,743","$77,326,640","$29,150,721",PG-13,67,DreamWorks,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,12,0,0,0,0,0,0,0,1,0,0
827,338459,Spy Kids 3-D: Game Over,"$111,761,982","$85,339,696","$32,500,000",PG,25,Dimension Films,Robert Rodriguez,Daryl Sabara,Alexa PenaVega,17,0,1,0,0,0,0,0,1,0,0
751,258463,The Bourne Identity,"$121,661,683","$92,372,541","$27,118,640",PG-13,54,Universal Pictures,Doug Liman,Franka Potente,Matt Damon,18,1,0,0,0,1,0,0,1,0,0
818,395699,The Pacifier,"$113,086,868","$85,550,000","$30,552,694",PG,42,Walt Disney Studios Motion Pictures,Adam Shankman,Vin Diesel,Brittany Snow,15,0,0,0,0,0,1,0,1,0,0
647,389860,Click,"$137,355,633","$103,329,693","$40,011,365",PG-13,76,Revolution Studios,Frank Coraci,Adam Sandler,Kate Beckinsale,14,0,0,0,0,0,0,0,0,0,1
912,287978,Daredevil,"$102,543,518","$76,636,200","$40,310,419",PG-13,42,Twentieth Century Fox,Mark Steven Johnson,Ben Affleck,Jennifer Garner,17,0,0,0,1,0,0,0,1,0,0
946,409847,Cowboys & Aliens,"$100,240,551","$74,581,774","$36,431,290",PG-13,62,Universal Pictures,Jon Favreau,Daniel Craig,Harrison Ford,9,0,0,0,0,1,0,0,1,0,0
1027,2404435,The Magnificent Seven,"$93,432,655","$68,927,981","$34,703,397",PG-13,57,Sony Pictures Entertainment (SPE),Antoine Fuqua,Denzel Washington,Chris Pratt,4,0,0,1,0,0,0,0,1,0,0
1074,327056,Mystic River,"$90,135,191","$66,460,000","$640,815",R,25,Warner Bros.,Clint Eastwood,Sean Penn,Tim Robbins,17,1,0,0,0,0,0,1,0,0,0
949,413099,Evan Almighty,"$100,462,298","$73,978,426","$31,192,615",PG,60,Universal Pictures,Tom Shadyac,Steve Carell,Morgan Freeman,13,0,1,0,0,1,0,0,0,0,1
904,5657846,Daddy's Home 2,"$104,029,443","$76,583,737","$29,651,193",PG-13,49,Paramount Pictures,Sean Anders,Will Ferrell,Mark Wahlberg,3,0,0,0,0,0,0,0,0,0,1
787,452594,The Break-Up,"$118,703,275","$86,964,935","$39,172,785",PG-13,61,Universal Pictures,Peyton Reed,Jennifer Aniston,Vince Vaughn,14,0,0,0,0,1,0,0,0,0,1
900,257044,Road to Perdition,"$104,454,762","$76,546,716","$22,079,481",R,27,DreamWorks Distribution,Sam Mendes,Tom Hanks,Tyler Hoechlin,18,0,0,0,0,0,0,0,0,0,0
989,396555,Meet the Robinsons,"$97,822,171","$71,510,863","$25,123,781",G,62,Walt Disney Studios Motion Pictures,Stephen J. Anderson,Daniel Hansen,Wesley Singerman,13,1,0,0,0,0,1,0,0,1,0
426,2294449,22 Jump Street,"$191,719,337","$139,614,539","$57,071,445",R,50,Sony Pictures Entertainment (SPE),Phil Lord,Channing Tatum,Jonah Hill,6,1,1,1,0,0,0,0,1,0,0
877,409459,Watchmen,"$107,509,799","$77,873,014","$55,214,334",R,66,Warner Bros.,Zack Snyder,Jackie Earle Haley,Patrick Wilson,11,0,0,0,0,0,0,1,1,0,0
1034,1907668,Flight,"$93,772,375","$68,000,000","$24,900,566",R,49,Paramount Pictures,Robert Zemeckis,Denzel Washington,Nadine Velazquez,8,0,0,0,0,0,0,0,0,0,0
980,2302755,Olympus Has Fallen,"$98,925,640","$71,344,561","$30,373,794",R,49,FilmDistrict,Antoine Fuqua,Gerard Butler,Aaron Eckhart,7,0,0,0,0,0,0,0,1,0,0
1157,1570728,"Crazy, Stupid, Love","$84,351,197","$60,700,000","$19,104,303",PG-13,50,Warner Bros.,Glenn Ficarra,Steve Carell,Ryan Gosling,9,0,0,0,0,0,0,1,0,0,1
795,427327,Hairspray,"$118,871,849","$84,681,073","$27,800,000",PG,62,New Line Cinema,Adam Shankman,John Travolta,Queen Latifah,13,0,0,0,0,0,0,0,0,0,1
524,1478338,Bridesmaids,"$169,106,725","$119,276,798","$26,247,410",R,53,Universal Pictures,Paul Feig,Kristen Wiig,Maya Rudolph,9,0,0,0,0,1,0,0,0,0,1
673,1024648,Argo,"$136,025,503","$96,300,000","$19,458,109",R,51,Warner Bros.,Ben Affleck,Ben Affleck,Bryan Cranston,8,0,0,0,0,0,0,1,0,0,0
730,1489889,Central Intelligence,"$127,440,871","$89,531,672","$35,535,250",PG-13,58,Warner Bros.,Rawson Marshall Thurber,Dwayne Johnson,Kevin Hart,4,0,0,0,0,0,0,1,1,0,0
127,1392170,The Hunger Games,"$408,010,692","$286,384,032","$152,535,747",PG-13,52,Lionsgate,Gary Ross,Jennifer Lawrence,Josh Hutcherson,8,1,0,0,0,0,0,0,1,0,0
881,1411704,Hop,"$108,085,305","$75,868,418","$37,543,710",PG,55,Universal Pictures,Tim Hill,Russell Brand,James Marsden,9,1,0,0,0,1,0,0,0,1,0
866,391198,The Grudge,"$110,359,362","$76,921,753","$39,128,715",PG-13,40,Sony Pictures Entertainment (SPE),Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,16,0,0,1,0,0,0,0,0,0,0
1140,432348,Saw II,"$87,039,965","$60,708,540","$31,725,652",R,34,Lionsgate,Darren Lynn Bousman,Donnie Wahlberg,Beverley Mitchell,15,0,1,0,0,0,0,0,0,0,0
238,1119646,The Hangover,"$277,322,503","$191,988,333","$44,979,319",R,59,Warner Bros.,Todd Phillips,Zach Galifianakis,Bradley Cooper,11,0,0,0,0,0,0,1,0,0,1
947,7959026,The Mule,"$103,804,407","$71,000,000","$17,509,431",R,42,Warner Bros.,Clint Eastwood,Clint Eastwood,Patrick L. Reyes,2,0,0,0,0,0,0,1,0,0,0
358,952640,Alvin and the Chipmunks,"$217,326,974","$148,025,572","$44,307,417",PG,71,Twentieth Century Fox,Tim Hill,Jason Lee,Ross Bagdasarian Jr.,13,1,0,0,1,0,0,0,0,1,0
928,251127,How to Lose a Guy in 10 Days,"$105,813,373","$71,689,014","$23,774,850",PG-13,58,Paramount Pictures,Donald Petrie,Kate Hudson,Matthew McConaughey,17,1,0,0,0,0,0,0,0,0,1
