,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13,Is_Animation,Is_Family,Is_Horror,Is_Sci-Fi,Is_Fantasy,Is_Romance,Rating,Metascore
275,275,495,495,477347,Night at the Museum,250863268,323617573,30433781,PG,71,Twentieth Century Fox,Shawn Levy,Ben Stiller,Carla Gugino,14,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6.4,48.0
276,276,477,477,477348,No Country for Old Men,74283625,97343541,1202000,R,65,Miramax,Ethan Coen,Tommy Lee Jones,Javier Bardem,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,91.0
277,277,650,650,478087,21,81159365,78649005,24105943,PG-13,74,Sony Pictures Entertainment (SPE),Robert Luketic,Jim Sturgess,Kate Bosworth,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8,48.0
278,278,806,806,478311,Knocked Up,148768917,71153500,30690990,R,61,Universal Pictures,Judd Apatow,Seth Rogen,Katherine Heigl,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.9,85.0
279,279,288,288,478970,Ant-Man,180202163,339109802,57225526,PG-13,61,Walt Disney Studios Motion Pictures,Peyton Reed,Paul Rudd,Michael Douglas,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,7.3,64.0
280,280,519,519,479143,Rocky Balboa,70270943,85658077,12158168,PG,69,Metro-Goldwyn-Mayer (MGM),Sylvester Stallone,Sylvester Stallone,Antonio Tarver,14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7.1,63.0
281,281,160,160,479952,Madagascar: Escape 2 Africa,180010950,423889404,63106589,PG,67,DreamWorks,Eric Darnell,Ben Stiller,Chris Rock,12,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6.6,61.0
282,282,497,497,480249,I Am Legend,256393010,329017042,77211321,PG-13,61,Warner Bros.,Francis Lawrence,Will Smith,Alice Braga,13,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,7.2,65.0
283,283,205,205,481499,The Croods,187168425,400036243,43639736,PG,55,Twentieth Century Fox,Kirk DeMicco,Nicolas Cage,Ryan Reynolds,7,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,7.2,55.0
284,284,494,494,486576,Fantastic 4: Rise of the Silver Surfer,131921738,169991393,58051684,PG,73,Twentieth Century Fox,Tim Story,Ioan Gruffudd,Jessica Alba,13,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,,
285,285,801,801,486946,Wild Hogs,168273550,85351877,39699023,PG-13,62,Walt Disney Studios Motion Pictures,Walt Becker,Tim Allen,Martin Lawrence,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.8,27.0
286,286,307,307,489099,Jumper,80172128,144959985,27354808,PG-13,73,Twentieth Century Fox,Doug Liman,Hayden Christensen,Samuel L. Jackson,12,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.1,35.0
287,287,595,595,489270,Saw III,80238724,84635551,33610391,R,36,Lionsgate,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,48.0
288,288,776,776,492956,The Game Plan,90648202,57232341,22950971,PG,45,Walt Disney Studios Motion Pictures,Andy Fickman,Dwayne Johnson,Kyra Sedgwick,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,
289,289,397,397,493464,Wanted,134508551,207954512,50927085,R,69,Universal Pictures,Timur Bekmambetov,Angelina Jolie,James McAvoy,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,64.0
290,290,355,355,496806,Ocean's Thirteen,117154724,194157900,36133403,PG-13,61,Warner Bros.,Steven Soderbergh,George Clooney,Brad Pitt,13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6.9,62.0
291,291,264,264,499448,The Chronicles of Narnia: Prince Caspian,141621490,278044078,55034805,PG,63,Walt Disney Studios Motion Pictures,Andrew Adamson,Ben Barnes,Skandar Keynes,12,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6.5,62.0
292,292,113,113,499549,Avatar,760507625,2029931467,77025481,PG-13,77,Twentieth Century Fox,James Cameron,Sam Worthington,Zoe Saldana,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,
293,293,290,290,758766,Music and Lyrics,50572589,95323833,13623630,PG-13,57,Warner Bros.,Marc Lawrence,Hugh Grant,Drew Barrymore,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6.5,59.0
294,294,794,794,762107,I Now Pronounce You Chuck & Larry,120059556,67074561,34233750,PG-13,60,Universal Pictures,Dennis Dugan,Adam Sandler,Kevin James,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,
295,295,592,592,765429,American Gangster,130164645,139590785,43565135,R,68,Universal Pictures,Ridley Scott,Denzel Washington,Russell Crowe,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,76.0
296,296,489,489,770828,Man of Steel,291045518,377000000,116619362,PG-13,54,Warner Bros.,Zack Snyder,Henry Cavill,Amy Adams,7,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,,
297,297,506,506,780653,The Wolfman,61979680,77810085,31479235,R,58,Universal Pictures,Joe Johnston,Benicio Del Toro,Anthony Hopkins,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.8,43.0
298,298,327,327,790724,Jack Reacher,80070736,138269859,15210156,PG-13,54,Paramount Pictures,Christopher McQuarrie,Tom Cruise,Rosamund Pike,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,50.0
299,299,62,62,795421,Mamma Mia!,144169664,465743920,27751240,PG-13,68,Universal Pictures,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6.4,51.0
300,300,804,804,796366,Star Trek,257730019,127950427,75204289,PG-13,65,Paramount Pictures,J.J. Abrams,Chris Pine,Zachary Quinto,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.9,82.0
301,301,651,651,800080,The Incredible Hulk,134806913,129964083,55414050,PG-13,70,Universal Pictures,Louis Leterrier,Edward Norton,Liv Tyler,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.7,61.0
302,302,239,239,800320,Clash of the Titans,163214888,330000105,61235105,PG-13,59,Warner Bros.,Louis Leterrier,Sam Worthington,Liam Neeson,10,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,,
303,303,426,426,800369,Thor,181030624,268295994,65723338,PG-13,66,Paramount Pictures,Kenneth Branagh,Chris Hemsworth,Anthony Hopkins,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0,57.0
304,304,0,0,803096,Warcraft,47365290,391683624,24166110,PG-13,66,Universal Pictures,Duncan Jones,Travis Fimmel,Paula Patton,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.0,32.0
305,305,117,117,808151,Angels & Demons,133375846,352554970,46204168,PG-13,79,Sony Pictures Entertainment (SPE),Ron Howard,Tom Hanks,Ewan McGregor,11,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.7,48.0
306,306,618,618,810913,Jack and Jill,74158157,75515631,25003575,PG,50,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,Katie Holmes,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.3,23.0
307,307,395,395,814255,Percy Jackson & the Olympians: The Lightning Thief,88768303,137728906,31236067,PG,60,Twentieth Century Fox,Chris Columbus,Logan Lerman,Kevin McKidd,10,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5.9,47.0
308,308,440,440,814314,Seven Pounds,69951824,99797105,14851136,PG-13,77,Sony Pictures Entertainment (SPE),Gabriele Muccino,Will Smith,Rosario Dawson,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6,36.0
309,309,112,112,816692,Interstellar,188020017,508238152,47510360,PG-13,63,Paramount Pictures,Christopher Nolan,Matthew McConaughey,Anne Hathaway,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,
310,310,352,352,816711,World War Z,202359711,337648165,66411834,PG-13,53,Paramount Pictures,Marc Forster,Brad Pitt,Mireille Enos,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,7.0,63.0
311,311,655,655,817230,Valentine's Day,110485654,106000000,56260707,PG-13,58,Warner Bros.,Garry Marshall,Julia Roberts,Jamie Foxx,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5.7,34.0
312,312,721,721,822832,Marley & Me,143153751,112589342,36357586,PG,75,Twentieth Century Fox,David Frankel,Owen Wilson,Jennifer Aniston,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7.1,53.0
313,313,685,685,825232,The Bucket List,93466502,81906000,335837,PG-13,59,Warner Bros.,Rob Reiner,Jack Nicholson,Morgan Freeman,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,7.4,42.0
314,314,92,92,829150,Dracula Untold,56280355,160843925,23514615,PG-13,57,Universal Pictures,Gary Shore,Luke Evans,Dominic Cooper,6,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,,
315,315,819,819,829482,Superbad,121463226,49349300,33052411,R,58,Sony Pictures Entertainment (SPE),Greg Mottola,Michael Cera,Jonah Hill,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6,76.0
316,316,133,133,830515,Quantum of Solace,168368427,421212055,67528882,PG-13,81,Sony Pictures Entertainment (SPE),Marc Forster,Daniel Craig,Olga Kurylenko,12,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6,58.0
317,317,373,373,831387,Godzilla,200676069,324300000,93188384,PG-13,55,Warner Bros.,Gareth Edwards,Aaron Taylor-Johnson,Elizabeth Olsen,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6.4,62.0
318,318,445,445,837562,Hotel Transylvania,148313048,210062555,42522194,PG,57,Sony Pictures Entertainment (SPE),Genndy Tartakovsky,Adam Sandler,Kevin James,8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,7.1,47.0
319,319,762,762,840361,The Town,92186262,61839874,23808032,R,50,Warner Bros.,Ben Affleck,Ben Affleck,Rebecca Hall,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,74.0
320,320,659,659,844471,Cloudy with a Chance of Meatballs,124870275,118135851,30304648,PG,76,Sony Pictures Entertainment (SPE),Phil Lord,Anna Faris,Bill Hader,11,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,6.9,66.0
321,321,434,434,848228,The Avengers,623357910,895457605,207438708,PG-13,60,Walt Disney Studios Motion Pictures,Joss Whedon,Robert Downey Jr.,Chris Evans,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,8.0,69.0
322,322,418,418,848537,Epic,107518682,160907952,33531068,PG,53,Twentieth Century Fox,Chris Wedge,Amanda Seyfried,Josh Hutcherson,7,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,6.7,52.0
323,323,86,86,859163,The Mummy: Tomb of the Dragon Emperor,102491776,300958054,40457770,PG-13,70,Universal Pictures,Rob Cohen,Brendan Fraser,Jet Li,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5.2,31.0
324,324,428,428,864835,Mr. Peabody & Sherman,111506430,164191609,32207057,PG,55,Twentieth Century Fox,Rob Minkoff,Ty Burrell,Max Charles,6,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,,
325,325,843,843,878804,The Blind Side,255959475,53248834,34119372,PG-13,33,Warner Bros.,John Lee Hancock,Quinton Aaron,Sandra Bullock,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.6,53.0
326,326,400,400,879870,Eat Pray Love,80574010,124020006,23104523,PG-13,65,Sony Pictures Entertainment (SPE),Ryan Murphy,Julia Roberts,Javier Bardem,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
327,327,334,334,887883,Burn After Reading,60355347,103373555,19128001,R,61,Focus Features,Ethan Coen,Brad Pitt,Frances McDormand,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,63.0
328,328,478,478,889583,Brüno,60054530,78751301,30619130,R,43,Universal Pictures,Larry Charles,Sacha Baron Cohen,Gustaf Hammarsten,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.8,54.0
329,329,531,531,890870,Saw IV,63300095,76052538,31756764,R,52,Lionsgate,Darren Lynn Bousman,Tobin Bell,Scott Patterson,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9,36.0
330,330,502,502,892769,How to Train Your Dragon,217581231,277297528,43732319,PG,59,DreamWorks,Dean DeBlois,Jay Baruchel,Gerard Butler,10,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,8.1,75.0
331,331,671,671,892782,Monsters vs. Aliens,198351526,183158344,59321095,PG,67,DreamWorks,Rob Letterman,Reese Witherspoon,Rainn Wilson,11,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,6.4,56.0
332,332,200,200,892791,Shrek Forever After,238736787,513864080,70838207,PG,60,DreamWorks,Mike Mitchell,Mike Myers,Cameron Diaz,10,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,6.3,58.0
333,333,161,161,903624,The Hobbit: An Unexpected Journey,303003568,714000000,84617303,PG-13,56,Warner Bros.,Peter Jackson,Martin Freeman,Ian McKellen,8,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,7.8,58.0
334,334,302,302,918940,The Legend of Tarzan,126643061,230057296,38527856,PG-13,38,Warner Bros.,David Yates,Alexander Skarsgård,Rory J. Saper,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,6.3,44.0
335,335,170,170,926084,Harry Potter and the Deathly Hallows: Part 1,296347721,680617869,125017372,PG-13,69,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,7.7,65.0
336,336,789,789,936501,Taken,145000989,81836771,24717037,PG-13,61,Twentieth Century Fox,Pierre Morel,Liam Neeson,Maggie Grace,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.8,51.0
337,337,441,441,938283,The Last Airbender,131772187,187941694,40325019,PG,60,Paramount Pictures,M. Night Shyamalan,Noah Ringer,Nicola Peltz,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.1,20.0
338,338,727,727,942385,Tropic Thunder,110515313,85187498,25812796,R,65,DreamWorks,Ben Stiller,Ben Stiller,Jack Black,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,71.0
339,339,425,425,944835,Salt,118311368,175191986,36011243,PG-13,62,Sony Pictures Entertainment (SPE),Phillip Noyce,Angelina Jolie,Liev Schreiber,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.4,65.0
340,340,343,343,945513,Source Code,54712227,92620470,14812094,PG-13,51,Summit Entertainment,Duncan Jones,Jake Gyllenhaal,Michelle Monaghan,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.5,74.0
341,341,218,218,947798,Black Swan,106954678,222443368,1443809,R,56,Fox Searchlight Pictures,Darren Aronofsky,Natalie Portman,Mila Kunis,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,79.0
342,342,55,55,947810,Green Zone,35053660,119657778,14309295,R,33,Universal Pictures,Paul Greengrass,Matt Damon,Jason Isaacs,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
343,343,286,286,948470,The Amazing Spider-Man,262030663,495900000,62004688,PG-13,58,Sony Pictures Entertainment (SPE),Marc Webb,Andrew Garfield,Emma Stone,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.9,66.0
344,344,401,401,949731,The Happening,64506874,98896925,30517109,R,74,Twentieth Century Fox,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,34.0
345,345,759,759,952640,Alvin and the Chipmunks,217326974,148025572,44307417,PG,71,Twentieth Century Fox,Tim Hill,Jason Lee,Ross Bagdasarian Jr.,13,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,5.2,39.0
346,346,228,228,955308,Robin Hood,105269730,216400011,36063385,PG-13,59,Universal Pictures,Ridley Scott,Russell Crowe,Cate Blanchett,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6,53.0
347,347,605,605,960144,You Don't Mess with the Zohan,100018837,104294563,38531374,PG-13,65,Sony Pictures Entertainment (SPE),Dennis Dugan,Adam Sandler,John Turturro,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.5,54.0
348,348,664,664,960731,Bedtime Stories,110101975,102772889,27450296,PG,60,Walt Disney Studios Motion Pictures,Adam Shankman,Adam Sandler,Keri Russell,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,6.0,33.0
349,349,311,311,962726,High School Musical 3,90559416,162349761,42030184,G,61,Walt Disney Studios Motion Pictures,Kenny Ortega,Zac Efron,Vanessa Hudgens,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.7,57.0
350,350,148,148,963966,The Sorcerer's Apprentice,63150991,152132751,17619622,PG,60,Walt Disney Studios Motion Pictures,Jon Turteltaub,Nicolas Cage,Jay Baruchel,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6.1,46.0
351,351,408,408,970179,Hugo,73864507,111905653,11364505,PG,48,Paramount Pictures,Martin Scorsese,Asa Butterfield,Chloë Grace Moretz,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.5,83.0
352,352,269,269,970416,The Day the Earth Stood Still,79366978,153726881,30480153,PG-13,75,Twentieth Century Fox,Scott Derrickson,Keanu Reeves,Jennifer Connelly,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.5,40.0
353,353,581,581,970866,Little Fockers,148438600,162211985,30833665,PG-13,57,Universal Pictures,Paul Weitz,Ben Stiller,Teri Polo,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5.5,27.0
354,354,292,292,974015,Justice League,229024295,428902692,93842239,PG-13,43,Warner Bros.,Zack Snyder,Ben Affleck,Gal Gadot,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,,
355,355,82,82,980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,311299267,24005069,PG,75,Twentieth Century Fox,Michael Apted,Ben Barnes,Skandar Keynes,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6.3,53.0
356,356,36,36,983193,The Adventures of Tintin,77591831,296402120,9720993,PG,61,Paramount Pictures,Steven Spielberg,Jamie Bell,Andy Serkis,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,7.3,68.0
357,357,442,442,985699,Valkyrie,83077833,118467684,21027007,PG-13,76,United Artists,Bryan Singer,Tom Cruise,Bill Nighy,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1,56.0
358,358,414,414,988045,Sherlock Holmes,209028679,315000000,62304277,PG-13,59,Warner Bros.,Guy Ritchie,Robert Downey Jr.,Jude Law,11,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7.6,57.0
359,359,564,564,988595,27 Dresses,76808654,85846697,23007725,PG-13,68,Twentieth Century Fox,Anne Fletcher,Katherine Heigl,James Marsden,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6.1,47.0
360,360,480,480,990407,The Green Hornet,98780042,129037206,33526876,PG-13,76,Sony Pictures Entertainment (SPE),Michel Gondry,Seth Rogen,Jay Chou,9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.8,39.0
361,361,162,162,993846,The Wolf of Wall Street,116900694,275100000,18361578,R,49,Paramount Pictures,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,75.0
362,362,321,321,1000774,Sex and the City,152647258,266118063,57038404,R,67,Warner Bros.,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5.6,53.0
363,363,675,675,1001508,He's Just Not That Into You,93953653,84912505,27785487,PG-13,60,Warner Bros.,Ken Kwapis,Ginnifer Goodwin,Jennifer Aniston,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6.4,47.0
364,364,539,539,1001526,Megamind,148415853,173469912,46016833,PG,57,DreamWorks,Tom McGrath,Will Ferrell,Jonah Hill,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,,
365,365,349,349,1010048,Slumdog Millionaire,141319928,237090185,360018,R,69,Fox Searchlight Pictures,Danny Boyle,Dev Patel,Freida Pinto,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,86.0
366,366,469,469,1013752,Fast & Furious,155064265,205300000,70950500,PG-13,65,Universal Pictures,Justin Lin,Vin Diesel,Paul Walker,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6,46.0
367,367,224,224,1014759,Alice in Wonderland,334191110,691276693,116101023,PG,60,Walt Disney Studios Motion Pictures,Tim Burton,Mia Wasikowska,Johnny Depp,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6.4,53.0
368,368,785,785,1014775,Beverly Hills Chihuahua,94514402,54778086,29300465,PG,51,Walt Disney Studios Motion Pictures,Raja Gosnell,Drew Barrymore,George Lopez,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3.8,41.0
369,369,376,376,1023481,Step Up 2: The Streets,58017783,92970599,18908826,PG-13,46,Walt Disney Studios Motion Pictures,Jon M. Chu,Robert Hoffman,Briana Evigan,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6.2,50.0
370,370,751,751,1024648,Argo,136025503,96300000,19458109,R,51,Warner Bros.,Ben Affleck,Ben Affleck,Bryan Cranston,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,86.0
371,371,126,126,1025100,Gemini Man,48546770,124922746,20552372,PG-13,57,Paramount Pictures,Ang Lee,Will Smith,Mary Elizabeth Winstead,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,
372,372,553,553,1033575,The Descendants,82584160,94659025,1190096,R,51,Fox Searchlight Pictures,Alexander Payne,George Clooney,Shailene Woodley,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,84.0
373,373,325,325,1033643,What Happens in Vegas,80277646,139097916,20172474,PG-13,73,Twentieth Century Fox,Tom Vaughan,Cameron Diaz,Ashton Kutcher,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6.1,36.0
374,374,768,768,1037705,The Book of Eli,94835059,62272696,32789494,R,51,Warner Bros.,Albert Hughes,Denzel Washington,Mila Kunis,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.9,53.0
375,375,665,665,1041829,The Proposal,163958031,153417000,33627598,PG-13,61,Walt Disney Studios Motion Pictures,Anne Fletcher,Sandra Bullock,Ryan Reynolds,11,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,6.7,48.0
376,376,719,719,1045658,Silver Linings Playbook,132092958,104319495,443003,R,47,The Weinstein Company,David O. Russell,Bradley Cooper,Jennifer Lawrence,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
377,377,622,622,1046173,G.I. Joe: The Rise of Cobra,150201498,152267519,54713046,PG-13,66,Paramount Pictures,Stephen Sommers,Dennis Quaid,Channing Tatum,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.8,32.0
378,378,413,413,1049413,Up,293004164,442094938,68108790,PG,62,Walt Disney Studios Motion Pictures,Pete Docter,Edward Asner,Jordan Nagai,11,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,8.2,88.0
379,379,645,645,1051904,Goosebumps,80080379,78180573,23618556,PG,62,Sony Pictures Entertainment (SPE),Rob Letterman,Jack Black,Dylan Minnette,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,6.3,60.0
380,380,588,588,1055369,Transformers: Revenge of the Fallen,402111870,434191823,108966307,PG-13,66,DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.0,35.0
381,381,730,730,1059786,Eagle Eye,101440743,77326640,29150721,PG-13,67,DreamWorks,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6,43.0
382,382,543,543,1060277,Cloverfield,80048433,92345747,40058229,PG-13,65,Paramount Pictures,Matt Reeves,Mike Vogel,Jessica Lucas,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,7.0,64.0
383,383,458,458,1067106,A Christmas Carol,137855863,187430783,30051075,PG,59,Walt Disney Studios Motion Pictures,Robert Zemeckis,Jim Carrey,Gary Oldman,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,6.8,55.0
384,384,500,500,1068680,Yes Man,97690976,125550661,18262471,PG-13,62,Warner Bros.,Peyton Reed,Jim Carrey,Zooey Deschanel,12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6.8,46.0
385,385,119,119,1074638,Skyfall,304360277,804200736,88364714,PG-13,57,Sony Pictures Entertainment (SPE),Sam Mendes,Daniel Craig,Javier Bardem,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.7,81.0
386,386,219,219,1077368,Dark Shadows,79727149,165800000,29685274,PG-13,53,Warner Bros.,Tim Burton,Johnny Depp,Michelle Pfeiffer,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,6.2,55.0
