,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,Title,Domestic_Gross,Foreign_Gross,domestic_opening_gross,rating,foreign_market_count,distributor,director,actor_1,actor_2,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13,Is_Animation,Is_Family,Is_Horror,Is_Sci-Fi,Is_Fantasy,Is_Romance,Rating,Metascore
163,163,474,474,371606,Chicken Little,135386665,179046172,40049778,G,38,Walt Disney Studios Motion Pictures,Mark Dindal,Zach Braff,Joan Cusack,15,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,5.7,48.0
164,164,702,702,371746,Iron Man,319034126,266762121,98618668,PG-13,69,Paramount Pictures,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.9,79.0
165,165,770,770,372183,The Bourne Supremacy,176241941,114593328,52521865,PG-13,61,Universal Pictures,Paul Greengrass,Matt Damon,Franka Potente,16,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.7,73.0
166,166,710,710,372784,Batman Begins,206852432,166807709,48745440,PG-13,43,Warner Bros.,Christopher Nolan,Christian Bale,Michael Caine,15,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,8.2,70.0
167,167,451,451,373051,Journey to the Center of the Earth,101704370,142528318,21018141,PG,65,Warner Bros.,Eric Brevig,Brendan Fraser,Josh Hutcherson,12,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,5.8,57.0
168,168,181,181,373889,Harry Potter and the Order of the Phoenix,292353413,649789530,77108414,PG-13,63,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,13,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,7.5,71.0
169,169,511,511,373926,The Interpreter,72708161,90236762,22822455,PG-13,53,Universal Pictures,Sydney Pollack,Nicole Kidman,Sean Penn,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,62.0
170,170,653,653,376994,X-Men: The Last Stand,234362462,226072829,102750665,PG-13,71,Twentieth Century Fox,Brett Ratner,Patrick Stewart,Hugh Jackman,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.7,58.0
171,171,550,550,377109,The Ring Two,76231249,87764700,35065237,PG-13,51,DreamWorks Distribution,Hideo Nakata,Naomi Watts,David Dorfman,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.4,44.0
172,172,470,470,378194,Kill Bill: Vol. 2,66208183,87908613,25600000,R,41,Miramax,Quentin Tarantino,Uma Thurman,David Carradine,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,83.0
173,173,115,115,381061,Casino Royale,167445960,449055659,40833156,PG-13,81,Sony Pictures Entertainment (SPE),Martin Campbell,Daniel Craig,Eva Green,14,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.0,80.0
174,174,139,139,382625,The Da Vinci Code,217536138,542470807,77073388,PG-13,71,Sony Pictures Entertainment (SPE),Ron Howard,Tom Hanks,Audrey Tautou,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.6,46.0
175,175,238,238,382932,Ratatouille,206445654,417280431,47027395,G,62,Walt Disney Studios Motion Pictures,Brad Bird,Brad Garrett,Lou Romano,13,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,8.0,96.0
176,176,630,630,383216,The Pink Panther,82226474,81889423,20220412,PG,66,Sony Pictures Entertainment (SPE),Shawn Levy,Steve Martin,Kevin Kline,14,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5.7,38.0
177,177,406,406,383574,Pirates of the Caribbean: Dead Man's Chest,423315812,642863935,135634554,PG-13,44,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,14,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.3,53.0
178,178,19,19,385752,The Golden Compass,70107728,302127136,26125000,PG-13,64,New Line Cinema,Chris Weitz,Nicole Kidman,Daniel Craig,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,6.1,51.0
179,179,668,668,385880,Monster House,73661010,68200233,22217226,PG,74,Sony Pictures Entertainment (SPE),Gil Kenan,Mitchel Musso,Sam Lerner,14,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,6.6,68.0
180,180,223,223,386140,The Legend of Zorro,46464023,95936042,16328506,PG,63,Sony Pictures Entertainment (SPE),Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,15,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5.9,47.0
181,181,593,593,386588,Hitch,179495555,192098655,43142214,PG-13,73,Sony Pictures Entertainment (SPE),Andy Tennant,Will Smith,Eva Mendes,15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6.6,58.0
182,182,552,552,388795,Brokeback Mountain,83043761,95018998,547425,R,35,Focus Features,Ang Lee,Jake Gyllenhaal,Heath Ledger,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.7,87.0
183,183,473,473,389790,Bee Movie,126631277,166883059,38021044,PG,66,DreamWorks,Simon J. Smith,Jerry Seinfeld,Renée Zellweger,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,6.1,54.0
184,184,734,734,389860,Click,137355633,103329693,40011365,PG-13,76,Revolution Studios,Frank Coraci,Adam Sandler,Kate Beckinsale,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,6.4,45.0
185,185,755,755,391198,The Grudge,110359362,76921753,39128715,PG-13,40,Sony Pictures Entertainment (SPE),Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.9,49.0
186,186,733,733,395699,The Pacifier,113086868,85550000,30552694,PG,42,Walt Disney Studios Motion Pictures,Adam Shankman,Vin Diesel,Brittany Snow,15,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5.6,30.0
187,187,823,823,396269,Wedding Crashers,209255921,79211724,32200000,R,54,New Line Cinema,David Dobkin,Owen Wilson,Vince Vaughn,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.9,64.0
188,188,743,743,396555,Meet the Robinsons,97822171,71510863,25123781,G,62,Walt Disney Studios Motion Pictures,Stephen J. Anderson,Daniel Hansen,Wesley Singerman,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,6.8,61.0
189,189,299,299,397535,Memoirs of a Geisha,57490508,104752454,682504,PG-13,65,Sony Pictures Entertainment (SPE),Rob Marshall,Ziyi Zhang,Ken Watanabe,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.4,54.0
190,190,331,331,397892,Bolt,114053579,195926415,26223128,PG,62,Walt Disney Studios Motion Pictures,Byron Howard,John Travolta,Miley Cyrus,12,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,6.8,67.0
191,191,842,842,398165,The Longest Yard,158119460,33347096,47606480,PG-13,52,Paramount Pictures,Peter Segal,Adam Sandler,Burt Reynolds,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.4,48.0
192,192,266,266,398286,Tangled,200821936,391639796,48767052,PG,61,Walt Disney Studios Motion Pictures,Nathan Greno,Mandy Moore,Zachary Levi,10,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,7.7,71.0
193,193,47,47,399201,The Island,35818913,127130251,12409070,PG-13,48,DreamWorks Distribution,Michael Bay,Scarlett Johansson,Ewan McGregor,15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.8,50.0
194,194,459,459,400717,Open Season,85105259,115706430,23624548,PG,75,Sony Pictures Entertainment (SPE),Roger Allers,Ashton Kutcher,Martin Lawrence,14,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,,
195,195,90,90,401729,John Carter,73078100,211061000,30180188,PG-13,52,Walt Disney Studios Motion Pictures,Andrew Stanton,Taylor Kitsch,Lynn Collins,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,6.6,51.0
196,196,554,554,401792,Sin City,74103820,84630000,28100000,R,39,Dimension Films,Frank Miller,Mickey Rourke,Clive Owen,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,74.0
197,197,663,663,404032,The Exorcism of Emily Rose,75072454,70094350,30054300,PG-13,72,Screen Gems,Scott Derrickson,Laura Linney,Tom Wilkinson,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.7,46.0
198,198,545,545,405159,Million Dollar Baby,100492203,116271443,179953,PG-13,41,Warner Bros.,Clint Eastwood,Hilary Swank,Clint Eastwood,16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.1,86.0
199,199,779,779,405422,The 40-Year-Old Virgin,109449237,67929408,21422815,R,54,Universal Pictures,Judd Apatow,Steve Carell,Catherine Keener,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.1,73.0
200,200,382,382,407304,War of the Worlds,234280354,369592765,64878725,PG-13,65,Paramount Pictures,Steven Spielberg,Tom Cruise,Dakota Fanning,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6.5,73.0
201,201,528,528,407887,The Departed,132384315,159080719,26887467,R,46,Warner Bros.,Martin Scorsese,Leonardo DiCaprio,Matt Damon,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
202,202,283,283,408236,Sweeney Todd: The Demon Barber of Fleet Street,52898073,100485554,9300805,R,59,DreamWorks,Tim Burton,Johnny Depp,Helena Bonham Carter,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3,83.0
203,203,420,420,408790,Flightplan,89707299,133680000,24629938,PG-13,41,Walt Disney Studios Motion Pictures,Robert Schwentke,Jodie Foster,Peter Sarsgaard,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,53.0
204,204,252,252,409182,Poseidon,60674817,121000000,22155410,PG-13,47,Warner Bros.,Wolfgang Petersen,Richard Dreyfuss,Kurt Russell,14,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5.6,50.0
205,205,745,745,409459,Watchmen,107509799,77873014,55214334,R,66,Warner Bros.,Zack Snyder,Jackie Earle Haley,Patrick Wilson,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7.6,56.0
206,206,736,736,409847,Cowboys & Aliens,100240551,74581774,36431290,PG-13,62,Universal Pictures,Jon Favreau,Daniel Craig,Harrison Ford,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.0,50.0
207,207,518,518,411477,Hellboy II: The Golden Army,75986503,92332740,34539115,PG-13,68,Universal Pictures,Guillermo del Toro,Ron Perlman,Selma Blair,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,7.0,78.0
208,208,739,739,413099,Evan Almighty,100462298,73978426,31192615,PG,60,Universal Pictures,Tom Shadyac,Steve Carell,Morgan Freeman,13,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,5.4,37.0
209,209,405,405,413267,Shrek the Third,322719944,490647436,121629270,PG,67,DreamWorks,Chris Miller,Mike Myers,Cameron Diaz,13,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,6.0,58.0
210,210,354,354,413300,Spider-Man 3,336530303,558453070,151116516,PG-13,80,Sony Pictures Entertainment (SPE),Sam Raimi,Tobey Maguire,Kirsten Dunst,13,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,
211,211,715,715,413895,Charlotte's Web,82985708,65978114,11457353,G,58,Paramount Pictures,Gary Winick,Dakota Fanning,Julia Roberts,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,6.3,68.0
212,212,846,846,415306,Talladega Nights: The Ballad of Ricky Bobby,148213377,15148718,47042215,PG-13,39,Sony Pictures Entertainment (SPE),Adam McKay,Will Ferrell,John C. Reilly,14,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.6,66.0
213,213,483,483,416236,The Spiderwick Chronicles,71195053,92975274,19004058,PG,68,Paramount Pictures,Mark Waters,Freddie Highmore,Sarah Bolger,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6.5,62.0
214,214,541,541,416449,300,210614939,245453242,70885301,R,62,Warner Bros.,Zack Snyder,Gerard Butler,Lena Headey,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
215,215,214,214,417741,Harry Potter and the Half-Blood Prince,302305431,632114344,77835727,PG,63,Warner Bros.,David Yates,Daniel Radcliffe,Emma Watson,11,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,7.6,78.0
216,216,516,516,418279,Transformers,319246193,390463587,70502384,PG-13,67,DreamWorks,Michael Bay,Shia LaBeouf,Megan Fox,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.0,61.0
217,217,368,368,421715,The Curious Case of Benjamin Button,127509326,208293460,26853816,PG-13,62,Paramount Pictures,David Fincher,Brad Pitt,Cate Blanchett,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7.8,70.0
218,218,619,619,421729,Big Momma's House 2,70165972,71356989,27736056,PG-13,60,Twentieth Century Fox,John Whitesell,Martin Lawrence,Emily Procter,14,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.7,34.0
219,219,379,379,423294,Surf's Up,58867694,93138019,17640249,PG,74,Sony Pictures Entertainment (SPE),Ash Brannon,Shia LaBeouf,Zooey Deschanel,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6.7,64.0
220,220,319,319,424095,Flushed Away,64665672,113615882,18814323,PG,60,DreamWorks,David Bowers,Hugh Jackman,Kate Winslet,14,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,6.6,74.0
221,221,728,728,425061,Get Smart,130319208,100366245,38683480,PG-13,62,Warner Bros.,Peter Segal,Steve Carell,Anne Hathaway,12,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6.5,54.0
222,222,749,749,427327,Hairspray,118871849,84681073,27800000,PG,62,New Line Cinema,Adam Shankman,John Travolta,Queen Latifah,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,
223,223,490,490,429493,The A-Team,77222099,100016697,25669455,PG-13,58,Twentieth Century Fox,Joe Carnahan,Liam Neeson,Bradley Cooper,10,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.7,47.0
224,224,378,378,430357,Miami Vice,63450470,100780826,25723815,R,66,Universal Pictures,Michael Mann,Colin Farrell,Jamie Foxx,14,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,65.0
225,225,273,273,431308,P.S. I Love You,53695808,103139531,6481221,PG-13,53,Warner Bros.,Richard LaGravenese,Hilary Swank,Gerard Butler,13,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7.0,39.0
226,226,279,279,432021,Resident Evil: Extinction,50648679,97069154,23678580,R,59,Screen Gems,Russell Mulcahy,Milla Jovovich,Ali Larter,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6.3,41.0
227,227,756,756,432348,Saw II,87039965,60708540,31725652,R,34,Lionsgate,Darren Lynn Bousman,Donnie Wahlberg,Beverley Mitchell,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,40.0
228,228,137,137,433035,Real Steel,85468508,213800000,27319677,PG-13,51,Walt Disney Studios Motion Pictures,Shawn Levy,Hugh Jackman,Evangeline Lilly,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,7.1,56.0
229,229,433,433,436339,G-Force,119436770,173381071,31706934,PG,60,Walt Disney Studios Motion Pictures,Hoyt Yeatman,Will Arnett,Penélope Cruz,11,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,5.1,41.0
230,230,38,38,437086,Alita: Battle Angel,85710210,319142333,28525613,PG-13,49,Twentieth Century Fox,Robert Rodriguez,Rosa Salazar,Christoph Waltz,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.3,53.0
231,231,149,149,438097,Ice Age: The Meltdown,195330621,471763885,68033544,PG,72,Twentieth Century Fox,Carlos Saldanha,Ray Romano,John Leguizamo,14,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,6.8,58.0
232,232,263,263,438488,Terminator Salvation,125322469,246030532,42558390,PG-13,73,Warner Bros.,McG,Christian Bale,Sam Worthington,11,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,,
233,233,657,657,440963,The Bourne Ultimatum,227471070,216628965,69283690,PG-13,68,Universal Pictures,Paul Greengrass,Matt Damon,Edgar Ramírez,13,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.0,85.0
234,234,272,272,441773,Kung Fu Panda,215434591,416311606,60239130,PG,69,DreamWorks,Mark Osborne,Jack Black,Ian McShane,12,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,7.5,73.0
235,235,454,454,442933,Beowulf,82280579,114113166,27515871,PG-13,61,Paramount Pictures,Robert Zemeckis,Ray Winstone,Crispin Glover,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,6.2,59.0
236,236,800,800,443272,Lincoln,182207973,93085477,944308,PG-13,51,Walt Disney Studios Motion Pictures,Steven Spielberg,Daniel Day-Lewis,Sally Field,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3,86.0
237,237,570,570,443274,Vantage Point,72266306,79773576,22874936,PG-13,77,Sony Pictures Entertainment (SPE),Pete Travis,Dennis Quaid,Forest Whitaker,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6,40.0
238,238,598,598,443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,128505958,134046935,26455463,R,56,Twentieth Century Fox,Larry Charles,Sacha Baron Cohen,Ken Davitian,14,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,89.0
239,239,802,802,443489,Dreamgirls,103365956,52064379,378950,PG-13,59,DreamWorks,Bill Condon,Beyoncé,Jamie Foxx,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5,76.0
240,240,296,296,443649,"10,000 BC",94784201,175000000,35867488,PG-13,64,Warner Bros.,Roland Emmerich,Camilla Belle,Steven Strait,12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,5.1,34.0
241,241,840,840,445934,Blades of Glory,118594548,27115799,33014202,PG-13,36,DreamWorks,Josh Gordon,Will Ferrell,Jon Heder,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.3,64.0
242,242,487,487,448011,Knowing,79957634,103700864,24604751,PG-13,57,Summit Entertainment,Alex Proyas,Nicolas Cage,Chandler Canterbury,13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,
243,243,375,375,448115,Shazam!,140371656,225600000,53505326,PG-13,45,Warner Bros.,David F. Sandberg,Zachary Levi,Mark Strong,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,7.1,71.0
244,244,315,315,448157,Hancock,227946274,401497154,62603879,PG-13,79,Sony Pictures Entertainment (SPE),Peter Berg,Will Smith,Charlize Theron,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.4,49.0
245,245,103,103,448694,Puss in Boots,149260504,405726973,34077439,PG,53,DreamWorks,Chris Miller,Antonio Banderas,Salma Hayek,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,6.6,65.0
246,246,165,165,449010,Eragon,75030163,175395349,23239907,PG,71,Twentieth Century Fox,Stefen Fangmeier,Ed Speleers,Sienna Guillory,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,5.1,38.0
247,247,213,213,449088,Pirates of the Caribbean: At World's End,309420425,651576067,114732820,PG-13,62,Walt Disney Studios Motion Pictures,Gore Verbinski,Johnny Depp,Orlando Bloom,13,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7.1,50.0
248,248,249,249,450259,Blood Diamond,57377916,114342482,8648324,R,44,Warner Bros.,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.0,64.0
249,249,638,638,451279,Wonder Woman,412563408,409283604,103251471,PG-13,44,Warner Bros.,Patty Jenkins,Gal Gadot,Chris Pine,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,7.4,76.0
250,250,741,741,452594,The Break-Up,118703275,86964935,39172785,PG-13,61,Universal Pictures,Peyton Reed,Jennifer Aniston,Vince Vaughn,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5.8,45.0
251,251,4,4,453451,Mr. Bean's Holiday,33302167,198923741,9889780,G,68,Universal Pictures,Steve Bendelack,Rowan Atkinson,Willem Dafoe,13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6.4,56.0
252,252,305,305,453467,Deja Vu,64038616,116518934,20574802,PG-13,39,Walt Disney Studios Motion Pictures,Tony Scott,Denzel Washington,Paula Patton,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,7.0,59.0
253,253,576,576,454848,Inside Man,88513495,97490096,28954945,R,62,Universal Pictures,Spike Lee,Denzel Washington,Clive Owen,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,76.0
254,254,32,32,454876,Life of Pi,124987023,484029542,22451514,PG,55,Twentieth Century Fox,Ang Lee,Suraj Sharma,Irrfan Khan,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7.9,79.0
255,255,684,684,454921,The Pursuit of Happyness,163566459,143561166,26541709,PG-13,75,Sony Pictures Entertainment (SPE),Gabriele Muccino,Will Smith,Thandie Newton,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,64.0
256,256,23,23,455499,Garfield: A Tail of Two Kitties,28426747,114899223,7288977,PG,71,Twentieth Century Fox,Tim Hill,Breckin Meyer,Jennifer Love Hewitt,14,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,5.0,37.0
257,257,60,60,455824,Australia,49554002,162233509,14800723,PG-13,77,Twentieth Century Fox,Baz Luhrmann,Nicole Kidman,Hugh Jackman,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.6,53.0
258,258,677,677,455944,The Equalizer,101530738,90800000,34137828,R,59,Sony Pictures Entertainment (SPE),Antoine Fuqua,Denzel Washington,Marton Csokas,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,57.0
259,259,175,175,457939,The Holiday,63224849,142617036,12778913,PG-13,64,Sony Pictures Entertainment (SPE),Nancy Meyers,Kate Winslet,Cameron Diaz,14,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,
260,260,580,580,458339,Captain America: The First Avenger,176654505,193915269,65058524,PG-13,64,Paramount Pictures,Joe Johnston,Chris Evans,Hugo Weaving,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.9,66.0
261,261,372,372,458352,The Devil Wears Prada,124740460,201965442,27537244,PG-13,72,Twentieth Century Fox,David Frankel,Anne Hathaway,Meryl Streep,14,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.9,62.0
262,262,591,591,458525,X-Men Origins: Wolverine,179883157,193179707,85058003,PG-13,75,Twentieth Century Fox,Gavin Hood,Hugh Jackman,Liev Schreiber,11,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.6,40.0
263,263,350,350,461770,Enchanted,127807262,212680390,34440317,PG,61,Walt Disney Studios Motion Pictures,Kevin Lima,Amy Adams,Susan Sarandon,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,7.0,75.0
264,264,271,271,462538,The Simpsons Movie,183135014,353279256,74036787,PG-13,72,Twentieth Century Fox,David Silverman,Dan Castellaneta,Julie Kavner,13,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7.3,80.0
265,265,396,396,463985,The Fast and the Furious: Tokyo Drift,62514415,96450195,23973840,PG-13,65,Universal Pictures,Justin Lin,Lucas Black,Zachery Ty Bryan,14,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,45.0
266,266,583,583,465234,National Treasure: Book of Secrets,219964115,239278134,44783772,PG,62,Walt Disney Studios Motion Pictures,Jon Turteltaub,Nicolas Cage,Diane Kruger,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6.5,48.0
267,267,780,780,467406,Juno,143495265,88877416,413869,PG-13,57,Fox Searchlight Pictures,Jason Reitman,Ellen Page,Michael Cera,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.4,81.0
268,268,683,683,468569,The Dark Knight,535234033,470221464,158411483,PG-13,63,Warner Bros.,Christopher Nolan,Christian Bale,Heath Ledger,12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,9.0,84.0
269,269,472,472,469641,World Trade Center,70278893,92968305,18730762,PG-13,65,Paramount Pictures,Oliver Stone,Nicolas Cage,Michael Peña,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9,66.0
270,270,654,654,471042,Tower Heist,78046570,74884053,24025190,PG-13,52,Universal Pictures,Brett Ratner,Eddie Murphy,Ben Stiller,9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.2,59.0
271,271,84,84,472181,The Smurfs,142614158,421135165,35611637,PG,81,Sony Pictures Entertainment (SPE),Raja Gosnell,Hank Azaria,Katy Perry,9,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,5.4,30.0
272,272,107,107,473075,Prince of Persia: The Sands of Time,90759676,245606000,30095259,PG-13,59,Walt Disney Studios Motion Pictures,Mike Newell,Jake Gyllenhaal,Gemma Arterton,11,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,,
273,273,764,764,477051,Norbit,95673607,64140883,34195434,PG-13,63,DreamWorks,Brian Robbins,Eddie Murphy,Thandie Newton,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.0,27.0
274,274,594,594,477080,Unstoppable,81562942,86242524,22688457,PG-13,67,Twentieth Century Fox,Tony Scott,Denzel Washington,Chris Pine,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
